sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
O>2\\S3;<E@OQ3`SI6318%,RUA ERMINO MACHADO,79,29380000,PIACU,MUNIZ FREIRE,ES,"-20,4656769","-41,4160225"
"BQ*%@775<K%R1_[5A%$CK""",RUA DOUTOR SEBASTIAO DE ANDRADE,1236,36046090,ELDORADO,JUIZ DE FORA,MG,"-21,7287714","-43,36584"
"HT!]/LG:^MH#UKS""QTL!N'",RUA QUIMICO DO MANDU,480,32145560,GUANABARA,CONTAGEM,MG,"-19,9161508","-44,0808763"
"MI];*/I15;Q(DA,<8B1B7!",FAZENDA 1,0,16800000,1 ALIANCA,MIRANDOPOLIS,SP,"-21,1329823","-51,1043806"
"I'D7,&&HR&N[?/S`_SK/0*",FAZENDA MACAUBAL,SN,15780000,CORREGO MACAUBAL,SANTA RITA D OESTE,SP,"-20,141896","-50,8362504"
P(9%[]L;#/+B\5?$[9$J($,SITIO SAO LUIZ,SN,19840000,AGUA DA VARGINHA,MARACAI,SP,"-22,6154961","-50,6682701"
I!=W$[35Q>U><9D:-3%%J#,RUA VEREADOR HERMENEGILDO PASCHOAL AMIDANI,40,37800000,CENTRO,GUAXUPE,MG,"-21,3054884","-46,7084932"
B0)=%5=Y!BNJ)CIBJO%!3*,RUA PAULO CABRAL MORAES,921,78716305,RESIDENCIAL BELA VISTA,RONDONOPOLIS,MT,"-16,4916307","-54,6287309"
"E>CQ'<I:LW?3HDZ^B?""_N/",RUA DOMINGOS GIGLIO,14,02972010,PIRITUBA,SAO PAULO,SP,"-23,4822284","-46,7097085"
"OR62N!-TRONW,RP#]:^A@$",PRACA SENADOR VITORINO FREIRE,196,65760000,CENTRO,PRESIDENTE DUTRA,MA,"-5,2901891","-44,4953746"
"E#3<(R'D<&)`A""_BZ^19`-",AVENIDA EDUARDO FROES DA MOTA,5700,44050656,QUEIMADINHA,FEIRA DE SANTANA,BA,"-12,2318075","-38,9588745"
"BB&.D+1XV::?!)6"",*I65%",AVENIDA OLEGARIO MACIEL,1476,30180111,DE LOURDES,BELO HORIZONTE,MG,"-19,9270305","-43,9467626"
"AQIGSA5""'HRQH+:X,]+O*#",RUA AMAURI TEIXEIRA LEITE,100,11618303,BOICUCANGA,SAO SEBASTIAO,SP,"-23,7792327","-45,6198671"
B*!R3G::-6R*(K3VSH#4D+,AVENIDA RADIAL A,212,42807000,CENTRO,CAMACARI,BA,"-12,6984984","-38,3284141"
O)\2QZKBUCXMA>PKL\0^%$,SITIO DOIS IRMAOS,SN,15105000,MARCOSENA,POTIRENDABA,SP,"-21,0424305","-49,3766298"
"M""00K;U;#X7G@G:/W.XVN%",RUA DAS PALMEIRAS,65,35810000,CENTRO,PASSABEM,MG,"-19,3513969","-43,1387368"
"DX2+&M=.GWN-T-HU'>`D>*",RUA AMERICO TRUFELLI,275,08527052,PARQUE DOURADO,FERRAZ DE VASCONCELOS,SP,"-23,542254","-46,3689612"
"O4ML*<'.ZGY@HHTW>2&SZ+",CALCADA FLOR DE LOTUS,81,06453016,CENTRO COMERCIAL,BARUERI,SP,"-23,4968149","-46,853175"
"J+&C.H9Q=]H&H$0D,9!.""(",RUA JANUARIO PEREIRA,SN,63560000,CENTRO,ACOPIARA,CE,"-6,0944789","-39,4545269"
"F$\LK4Q4'F`3=A>>Z,7:8-",AVENIDA JOAO GARCIA,1220,15300000,CENTRO,GENERAL SALGADO,SP,"-20,6425704","-50,3610783"
"JU92KF50&3)S>O+U4R8O!'",RUA NOVO HORIZONTE,2371,08226027,CIDADE ANTONIO ESTEVAO DE CARVALHO,SAO PAULO,SP,"-23,5530947","-46,6618151"
"KET')3P3.7,>OY8>H,S^6#",VILA ARROIO GRANDE,SN,99450000,INTERIOR,SELBACH,RS,"-28,6311976","-52,9519552"
"HK)V[E>7'+H3L\=R#3ONS+",COMUNIDADE RIACHO DAS PALMEIRAS,SN,46900000,ZONA RURAL,SEABRA,BA,"-12,4175067","-41,7692236"
"PK6U%""5!)Z2;I')HED-5]#",RUA MAURICIO CARDOSO,40,98670000,CENTRO,HUMAITA,RS,"-27,5672785","-53,9735927"
"CR+](]/T7Q9Y9[J""!D4?7*",RUA JOAO VERAS SIQUEIRA,2086,56000000,NOSSA SENHORA APARECIDA,SALGUEIRO,PE,"-8,0775039","-39,1315495"
ICYP/)8Z3#!<PG/3BH%^M$,RUA 5,SN,76523000,DISTRITO DE SAO JOSE DOS BANDEIRANTES,NOVA CRIXAS,GO,"-14,0961125","-50,3304108"
GY7_-Q]DSV#[OR^?R9#(<+,RUA JORGE RUBENS NEIVA DE CAMARGO,13,04337090,AMERICANOPOLIS,SAO PAULO,SP,"-23,6647024","-46,6454608"
"AWBI2NR""K'MOB""/_$`ET20",RUA 30 DE JULHO,770,13473291,VILA JONES,AMERICANA,SP,"-22,7391626","-47,3363736"
"H$"".\!2`=)L5)9[$RZ!!A/",RUA SAO CRISTOVAO,1110,75690000,SOLAR DE CALDAS,CALDAS NOVAS,GO,"-17,7296469","-48,6259243"
"O$_JF5""CPDF5!1[E:'IQE'",AVENIDA BENTO GONALVES,2006,98465000,CENTRO,AMETISTA DO SUL,RS,"-27,3585463","-53,1883249"
"IR#S_Z]PZ$D:,2\VS]RW=0",RUA PADRE CESAR BANO,SN,86150000,CENTRO,ALVORADA DO SUL,PR,"-22,7817572","-51,23019"
J>/8=6)#+4EN#!^^L\<X!$,LOTEAMENTO PRAIA DO DE IMBASSAI,SN,48280000,IMBASSAI,MATA DE SAO JOAO,BA,"-12,5311228","-38,3012471"
"F!\]4""CK#P(P$PBH6G[X`&",RUA EDUARDO LEALDINI,179,13843152,JARDIM BANDEIRANTES,MOGI GUACU,SP,"-22,3898011","-46,9349627"
"KY,.F@Y%#4@?=-S""LH@IQ+",RUA SEBASTIAO HUMEL,148,12210200,CENTRO,SAO JOSE DOS CAMPOS,SP,"-23,1814491","-45,8866457"
"N8[W^D9KB\.(3I%;17OG/""",RUA BELO HORIZONTE,1095,13454330,LOTEAMENTO PLANALTO DO SOL,SANTA BARBARA D OESTE,SP,"-22,7402918","-47,3819812"
"PB@%+KZC\FQ=7?G'7DR.H""",RUA THOMAZ SMOCOWISK,SN,18460000,NOVO HORIZONTE,ITARARE,SP,"-24,1089373","-49,3356859"
"K>S,SJ0"";^SRGFP!2%H>R/",RUA DANIEL DE CAMARGO TABORDA,75,18540000,AGUA BRANCA,PORTO FELIZ,SP,"-23,1917324","-47,5238994"
"G@7B;F!YIQ0[??$^2OO2''",AVENIDA PRESIDENTE JOAO GOULART,575,22450241,VIDIGAL,RIO DE JANEIRO,RJ,"-22,9945612","-43,2378121"
"OY;/8S2D,@N#B,)?#-6A,$",RUA DOM VITAL,278,54420190,PIEDADE,JABOATAO DOS GUARARAPES,PE,"-8,1864483","-34,9208531"
H#DL(\)^RG30)?F^+0NM:.,RUA 27 DE DEZEMBRO,404,62270000,CENTRO,HIDROLANDIA,CE,"-4,3968151","-40,4348691"
"O)2V,75^&VQ7B?/'-X3'\$",RUA YOLANDA MAFFIA BARBOSA,451,13573130,CIDADE ARACY,SAO CARLOS,SP,"-22,0555895","-47,9015118"
"AXQ@L05#WW/ARXW5CT""HN#",RUA MARANHAO,1405,15800020,CENTRO,CATANDUVA,SP,"-21,1427273","-48,9758999"
"M@MW,0""*2LBV.`E5LZJD[(",RUA AMERICA,645,93542080,CANUDOS,NOVO HAMBURGO,RS,"-29,6809699","-51,0963309"
EH5.N!;Z.]9GQ?K%4X402-,RUA PAULO TELES,16,45603835,SANTA INES,ITABUNA,BA,"-14,7700379","-39,2715043"
"N`&S4(^""HZC^`HI\9)8/-#",AVENIDA PRINCESA IZABEL,1900,09403100,ALIANCA,RIBEIRAO PIRES,SP,"-23,6951459","-46,4347926"
"GVHS9U,""`*^KDI@'`:&7!0",ESTL RETIRO SAUDOSO,SN,89550000,INTERIOR,RIO DAS ANTAS,SC,"-26,8929223","-51,0764048"
"DOHU'$R8T5-[*/$QS3E%4%",RUA 33,SN,75180000,CENTRO,SILVANIA,GO,"-16,6430416","-48,6041421"
"I>V>J&4`/0GSH-<H'SBN(!",AVENIDA ANHANGUERA,4720,74000000,CENTRO,GOIANIA,GO,"-16,6731368","-49,2856399"
MV50WC)L)]I)^]L[L[L(2!,RUA MADRINHA DE DEUS,1111,08210040,MOOCA,SAO PAULO,SP,"-23,5505199","-46,6333094"
GQXI^#%G#G0#PV7V_AK[J0,RUA MARIA DE FATIMA BREVES FARIA,10,37706226,CONJUNTO HABITACIONAL PEDRO AFONSO JUNQUEIRA,POCOS DE CALDAS,MG,"-21,8517298","-46,5626892"
"OFZ+%_^^?0UZ%*,(^77KH""",AVENIDA PORTO SEGURO,418,45820006,CENTRO,EUNAPOLIS,BA,"-16,3742938","-39,5847745"
K8@:!I0*795>(VO)@;.$%%,PRACA CELSO RAMOS,215,88870000,CENTRO,ORLEANS,SC,"-28,358643","-49,2882404"
"I^BK;;]T'-:/Y:^Y_:#%F/",RUA PRESIDENTE VARGAS,1485,39508000,CENTRO,JAIBA,MG,"-15,3545084","-43,6628755"
GJXA=@2R+H^[CV+P1.^Y*$,RUA LEANDRO GONCALVES,302,36900000,0,MANHUACU,MG,"-20,2573742","-42,0356971"
II^H&L4Q(T:-/7;LHFWZY0,RUA DAS MOCAS,752,52120320,ARRUDA,RECIFE,PE,"-8,0245236","-34,8876107"
"BR^*+)?9]H])(6N6-K1MZ""",RUA VENEZUELA,353,85816440,JARDIM NACIONAL,CASCAVEL,PR,"-24,9615903","-53,4267435"
OT$]W^UY$&\N.F>$9(*>P+,RUA JOAQUIM ALVES,677A,37730000,CENTRO,CAMPESTRE,MG,"-21,7109406","-46,2458555"
"AM&<AYD*Z_G""^5>P2YLF$.",RUA TUIUTI,589,03081003,TATUAPE,SAO PAULO,SP,"-23,5304853","-46,5747515"
"N3('P&BO\AI@3JU#39Q3#""",RUA BRAS PIRES,90,30580570,BETANIA,BELO HORIZONTE,MG,"-19,9586958","-43,9919805"
"OM1W\E38=5S4%]WKG8*4T,",RUA SILVA PINTO,75,01126010,BOM RETIRO,SAO PAULO,SP,"-23,5295672","-46,6413985"
"MJ@KPV]@BTHH$28R0O8J9,",RUA DO COMERCIO,423,57020000,CENTRO,MACEIO,AL,"-9,6629314","-35,7378905"
"EB.0B79_$G%X/!TT.[TFZ,",VIA OCEANICA,15,49140000,CENTRO,BARRA DOS COQUEIROS,SE,"-10,9114201","-37,0295788"
"B#NU,JOX5Q0('[LH7?@#''",RUA NEREU RAMOS,673,88890970,CENTRO,GRAO PARA,SC,"-28,1865802","-49,2130837"
"K=,AEBL`0VU0U<BG<_!1\#",RUA MARECHAL CASTELO BRANCO,0,89275970,CENTRO,SCHROEDER,SC,"-26,4186727","-49,0715608"
"P-PN""@4!7H2!ZWJ=,$RK*+",RUA JOSEFA MARIA DA CONCEICAO,162,59575000,EXTREMOZ,EXTREMOZ,RN,"-5,7060208","-35,3066799"
DCR0@6*(O<=?`I)4O*MU7.,CONJUNTO FREI DAMIAO,32,64090490,GURUPI,TERESINA,PI,"-5,0884079","-42,735746"
N0W2/@@M@H^(G=^U@V:]*$,RUA JOAO EMILIANO,101,35169000,CENTRO,BRAUNAS,MG,"-19,0576546","-42,7188384"
"O)QJ+;""U8M#_-!Q:O4<0>!",RUA OVIDIO MELLO,191,27113050,SANTANA,BARRA DO PIRAI,RJ,"-22,4650127","-43,8305571"
"E(S@_MG$KG<33X!JC,%NJ!",AVENIDA VASCO RODRIGUES,451,53220375,PEIXINHOS,OLINDA,PE,"-8,0059324","-34,8777627"
"LJR3$0$KFW]-ZTWI='F`.-",AVENIDA CONSOLACAO,1804,74420230,VILA SANTA RITA,GOIANIA,GO,"-16,6883576","-49,3204037"
"D&S""NE,_/.G`T3-&`S:1V!",RUA RINZO GUINOZA,89,78575000,JARDIM PRIMAVERA I,JUARA,MT,"-11,2622944","-57,502782"
"J""7G=@?:\UA*`FP'F>/*\(",PRACA SANTA TEREZINHA,115,12010130,CENTRO,TAUBATE,SP,"-23,0308716","-45,5607641"
"FV:+\/P8MI5;F<,*_V;99!",AVENIDA SABINIANO MAIA,1045,58200000,NOVO,GUARABIRA,PB,"-6,8486282","-35,495341"
KGDM5<.?&3Z1O249N:;M1.,AVENIDA MILITAO MARTINS SIMOES,200,11990000,CARIJO,CANANEIA,SP,"-25,0172058","-47,935675"
"H\8@.)<MQ!R$LW1:'M80K""",RUA ANTONIO MINGONE,6800,13050654,JARDIM AMOREIRAS,CAMPINAS,SP,"-22,9580456","-47,1042891"
CZ)3;#BRY-M7L_*U?0D;6),RUA ERMANO DE STRADELLI,42,05878040,JARDIM GUARUJA,SAO PAULO,SP,"-23,6913959","-46,7848427"
"B,_YM'KA'J8*C-EGUEK,)#",AVENIDA ACM,394,45995000,CENTRO,TEIXEIRA DE FREITAS,BA,"-17,5400307","-39,7421813"
"DMZ2B=8:<V#EB\`%F'E8<+",AVENIDA VISCONDE DE GUARAPUAVA,3936,80250220,CENTRO,CURITIBA,PR,"-25,4406027","-49,2789007"
OS!7RB#X*MP>9$W\I;7=N!,RUA SAO PAULO DE OLIVEIRA,951,07240240,0,GUARULHOS,SP,"-23,4429242","-46,4392379"
OL@8KE=##25S(UXS$K]+O(,RUA JOSE RAFAEL AAD,5339,13631655,JARDIM MORUMBI,PIRASSUNUNGA,SP,"-22,0323003","-47,4228948"
"I,,<&GX]_P&34(ZF&V%V@""",RUA CHIPRE,70,01000000,VILA OLIMPIA,SAO PAULO,SP,"-23,5951983","-46,6796667"
"P=0$<=E$M4(U?E75Z,]FQ-",RUA ADRIANO MARINHO SIQUEIRA,366A,39402392,CONJUNTO CRISTO REI,MONTES CLAROS,MG,"-16,7551938","-43,8556322"
"F1^CG%Z^""$(LC(@N^<]Z=#",RODOVIA TRANSAMAZONICA,SN,68181140,FRANCISCO,ITAITUBA,PA,"-4,2598343","-55,9959254"
"DVF\5H`2BYEP""Z?M;&:=M'",RUA CORONEL TEOFILO LEME,1467,12900002,CENTRO,BRAGANCA PAULISTA,SP,"-22,9505032","-46,5415921"
"L]`8V<'_>B3-XQDW$120C.",RUA SAO JANUARIO,13,32400970,DURVAL DE BARROS,IBIRITE,MG,"-19,9775421","-44,066538"
"G"":5JFGARN9Z6T'LM=`*^,",RUA CRISTOVAO COLOMBO,3084,90560000,HIGIENOPOLIS,PORTO ALEGRE,RS,"-30,0172907","-51,1893105"
"BB!Y+JB#N%.D1KW1WMC-0""",RUA ADOLFO QUIXADA,150,60850140,AEROLANDIA,FORTALEZA,CE,"-3,7777377","-38,5166126"
"OCMHJ2P5O08ZD[(.P6\K8,",SITIO AREIA DE CHATINHA,SN,55755000,ZONA RURAL,CASINHAS,PE,"-7,7412519","-35,7209567"
"J85DI8595\!?`'GSZO&]_'",RUA DO VALE,58,43700000,CIA I,SIMOES FILHO,BA,"-12,794988","-38,4010745"
"OI,;H>`SWU&1(OV7&XL#,)",RUA JOSE BRUMANA,982,29345000,BARRA DO ITAPEMIRIM,MARATAIZES,ES,"-21,0157373","-40,815044"
M_LI0]@O-@%W!M3R%<>\\.,RUA 3 DE OUTUBRO,SN,88780000,CENTRO,IMBITUBA,SC,"-28,2380354","-48,6696236"
IV0(`2C5>)M;#HYMY^S7Q0,RUA WALDEMAR RIBEIRO NUNES,6010,97870000,CENTRO,SANTO ANTONIO DAS MISSOES,RS,"-28,5060107","-55,2214242"
"H5FUH'CYNA7EG;T#W&_5C%",AVENIDA PRESIDENTE KENNEDY,412,09913000,JARDIM PITANGUEIRAS,DIADEMA,SP,"-23,6845953","-46,6295495"
"L][F]*Z=I4-BZM'_-!MI!&",RUA CESAR SANTOS,46,99300000,BOTUCARAI,SOLEDADE,RS,"-28,8141032","-52,4905909"
GI+E/GJWQ]/LN#5W_F)&R(,RUA VINTE E TRES,0,23065240,PACIENCIA,RIO DE JANEIRO,RJ,"-22,9171789","-43,602064"
L2T`_F^?@&RE1@Z5Z+P30),RUA NATANAEL HONORATO,48A,57100000,PREFEITO ANTONIO LINS DE SOUZA,RIO LARGO,AL,"-9,5127246","-35,8070665"
ID9M8GD]X^C\2?W=!B%/R#,RUA GOIAS,57,85660000,CENTRO SUL,DOIS VIZINHOS,PR,"-25,7601712","-53,0572397"
"NE,2F""\%-WVC45P=/6=E>$",RUA JOSE GERALDO MACCARI,57,13141034,PARQUE BRASIL 500,PAULINIA,SP,"-22,8026769","-47,133548"
"F67#6AML&&.9A+6RM/3$0""",ASSENTAMENTO TODOS OS SANTOS I,SN,62700000,CAP PEDRO SAMPAIO,CANINDE,CE,"-4,3580483","-39,3137344"
"DV>D""\WJ;RVK:7.B`,\0G$",AVENIDA UM,2067,96080000,CENTRO,PELOTAS,RS,"-31,7331629","-52,3914748"
"F=];WIL'%(J-I=JF//.BB&",AVENIDA SEVERINO PINHEIRO,26,55700000,SEVERINO PINHEIRO,LIMOEIRO,PE,"-7,8723168","-35,4398434"
"A%[OY:\#-JE<_GK.?SF,9-",RUA AMANDIO DOS SANTOS RODRIGUES GRACIO,115,13179293,JARDIM SANTA ROSA NOVA VENEZA,SUMARE,SP,"-22,8209029","-47,2732726"
"P91R:>RH'8$^9#!EJ#]H6)",RUA ESPERANCA,75,06385650,VILA ARTEM,CARAPICUIBA,SP,"-23,534315","-46,8372696"
"O2WY_N#2;_`$%Z3MGK,Q4-",RUA PRIMITIVO BARBUDA,211,39893000,CENTRO,MONTE FORMOSO,MG,"-16,8675234","-41,2555697"
"FU$2:G^#TR\_$NY2""Q)#',",RUA JOAO GUALBERTO SOARES,9799,88058300,RIO VERMELHO,FLORIANOPOLIS,SC,"-27,5189881","-48,4239647"
"AIMF;%I1\)=1EVN:('='Q$",RODOVIA PADRE 35,20,53700000,CENTRO,ITAPISSUMA,PE,"-7,7728393","-34,9054116"
E_BLPTYW/1ME4:.+!NQ:O&,RUA BARO DO RIO BRANCO,313A,44003095,CENTRO,FEIRA DE SANTANA,BA,"-12,2637319","-38,9604081"
KO[WNI6+Q&8\#X/YJ/^2P(,RUA CORONEL SABINO GUIMARAES,101,62020520,ALTO DO CRISTO,SOBRAL,CE,"-3,6893266","-40,3604653"
"E*H,Q(FL0&3ZZ2K&9VS(@*",RUA PROFESSORA EDMEE NEAL ALGOUVER,420,81770370,BAIRRO ALTO BOQUEIRA,CURITIBA,PR,"-25,5270227","-49,2310507"
L=+KP=P@6-&XA<2GGT3?F(,AVENIDA SAO FRANCISCO,269,62540000,CENTRO,AMONTADA,CE,"-3,3657783","-39,8330033"
"A*D/=6%?,&/@M;4$]5H%@#",RUA ARANDU,675,04562031,BROOKLIN,SAO PAULO,SP,"-23,6065598","-46,6904085"
O]Y@_RXFM=1<Q\TE:M.+J0,AVENIDA DEDE BRASIL,576,60000000,PARANGABA,FORTALEZA,CE,"-3,7945851","-38,5333458"
"JKPM(`YH0]P7<DI..4(6""""",RUA PERSONA,0,74465340,JARDIM NOVA ESPERANCA,GOIANIA,GO,"-16,646951","-49,3239685"
I-^<QT6^3T%H];VBF/YII&,RUA ANA P DUARTE,201,18325000,CENTRO,BARRA DO CHAPEU,SP,"-24,4709809","-49,0253258"
"JZM:B!V7@0V37'X\#`?PX#",RUA FRANCISCO MENDES,1,58815000,CENTRO,SAO JOSE DA LAGOA TAPADA,PB,"-6,9413591","-38,1622538"
"F:%F[`S0?6.;Q&7VHPG3D,",RUA 700,135,88330618,CENTRO,BALNEARIO CAMBORIU,SC,"-26,9895499","-48,6360353"
P_!LA@4-@Z#9&$JE7GA@-+,ALAMEDA ARI BARROSO,61,11320901,ILHA PORCHAT,SAO VICENTE,SP,"-23,9802337","-46,369259"
HMF[<X>)3%1-=?4ZIO^+`/,RUA DAS MANGUEIRAS,55B,57074090,CIDADE UNIVERSITARIA,MACEIO,AL,"-9,5521273","-35,7481954"
"G/&-/<1WET.$%<6J""AIHY+",AVENIDA SANTA CLARA,392,92500000,JARDIM DOS LAGOS II,GUAIBA,RS,"-30,1155342","-51,3621863"
CX**?BWH1&V46N9XU40%0$,RUA JOAO BATISTA OLINGER,56,89270000,CENTRO,GUARAMIRIM,SC,"-26,4759028","-48,9953357"
"G8#\=>;BP>*6IOW3=\C#Z'",RUA SILVA SO,222,90610270,RIO BRANCO,PORTO ALEGRE,RS,"-30,0399675","-51,2038438"
"MCT>5""?S&BSY;W/$>1F@C&",RUA 15,SN,74985210,POLO EMPRESARIAL GOIAS,APARECIDA DE GOIANIA,GO,"-16,7987606","-49,2617199"
"D,*DB""@X:3=T""BZ`:S<I!""",RUA CASTRO ALVES,679,45820351,CENTRO,EUNAPOLIS,BA,"-16,3276686","-39,5739521"
"G/JXRI%5^W'!T<O%/+\WN)",RUA JOSE MIARA,97,84015250,ORFAS,PONTA GROSSA,PR,"-25,0688255","-50,1572618"
BNR]OP/%UKR>L;PL6R6T[$,RUA DOUTOR CARDOSO DE MELO,1460,04548005,VILA OLIMPIA,SAO PAULO,SP,"-23,5965926","-46,6878768"
"H\=""^$8.@*.6$5UK'U7(!,",RUA ALFONSO RENDANO,179,04476125,JARDIM DAS LARANJEIRAS,SAO PAULO,SP,"-23,7054478","-46,6302399"
"HO7(&:22<4JRL;3N1^2V1""",RODOVIA BR 316,SN,67030000,CENTRO,ANANINDEUA,PA,"-1,3671891","-48,374094"
"J""P;*0/9I_$-BE(AA/SY4,",RODOVIA DA UVA,1236,83402000,ROCA GRANDE,COLOMBO,PR,"-25,3529633","-49,219311"
"PL3G@\@VO*:CNV-'TVM>!)",RUA MAJOR BASILIO,86,03181010,VILA BERTIOGA,SAO PAULO,SP,"-23,5586876","-46,5854332"
"PG%G>,O4L3+`;_H5[""-UA+",RUA ITAREMA,323,33125250,SAO BENEDITO,SANTA LUZIA,MG,"-19,7896306","-43,9361747"
"N387""CWK""YCFGGS[YHW3-#",AVENIDA VALDEMAR FERREIRA,188,05501000,BUTANTA,SAO PAULO,SP,"-23,5707318","-46,7054724"
"PF1JC""5*Z'614>KG3V4BB+",RUA HONORIO SILVEIRA DIAS,580,90550150,SAO JOAO,PORTO ALEGRE,RS,"-30,0080193","-51,1856854"
"I6?[V6@)N@X#12XH/""2TL0",AVENIDA PEDRO LUDOVICO,SN,75135240,PARQUE CALIXTOPOLIS,ANAPOLIS,GO,"-16,3439137","-48,9705321"
"PK*I:0,%\@M)!=5'M*LZ\0",RUA URUANA,390,08555500,JARDIM VIOLETA,POA,SP,"-23,5086107","-46,3503804"
FWJRDKL)_KNX&UJELQU_[-,RUA DORIVAL CASTILHO MACHADO,105,91755210,HIPICA,PORTO ALEGRE,RS,"-30,1602158","-51,192118"
"B'8!&YZ55MCW6JQ""D=6=>)",RODOVIA JOAO MELAO,SN,18700970,RURAL,AVARE,SP,"-23,0998125","-48,939485"
C`/RI8!;QJEN$\Y*0F]$9-,RUA APOLONIO DE BARROS,315,62370000,CENTRO,SAO BENEDITO,CE,"-4,043835","-40,8649138"
"N&L3)Q^/CHS'""Q;I&WLN:&",RUA UACUMA,315,03575000,JARDIM SANTA MARIA,SAO PAULO,SP,"-23,5554114","-46,509995"
"C5A!HJ,`;^I=I=>EF^[:2)",RUA OLGA GENIOLI LEITE,35,04675130,JURUBATUBA,SAO PAULO,SP,"-23,6713047","-46,6969762"
E[G$U&J?J^^;02$P+L2-B#,RUA DONA VERONICA,0,88730000,PARQUE DAS ACACIAS,SAO LUDGERO,SC,"-28,3286977","-49,1811351"
DC1U?<%H378PLM?!!_/K6(,RUA CAMPOS SALES,14,06401000,CENTRO,BARUERI,SP,"-23,5118529","-46,8748489"
"P6=Q8/<^H/KVP#KV6I-X(,",RUA CORONEL OSCAR CORTES,64,36660970,CENTRO,ALEM PARAIBA,MG,"-21,8820327","-42,6958751"
"AI3#1""`_XQ1*KZ*A@>3&7(",AVENIDA RIO GRANDE DO SUL,3016,92330001,MATHIAS VELHO,CANOAS,RS,"-29,9015355","-51,2128188"
"KMSE\ZD-<[8T'HB\FW=AO,",RUA ADEMAR CAMPOS DA SILVA,873,04842210,PARQUE GRAJAU,SAO PAULO,SP,"-23,7432816","-46,6869558"
OWN>61(\`DG3C7Q4.FIMU0,AVENIDA ADOLFO PINHEIRO,893,04733100,SANTO AMARO,SAO PAULO,SP,"-23,6455151","-46,7009794"
"MT'>AX)KF<[A@\)62_'JW+",RUA SANTA EFIGENIA,308,03813320,LGO SANTA EFIGENIA,SAO PAULO,SP,"-23,5391591","-46,6385333"
D1IY/8J;R%;8N<*1QRC%@$,AVENIDA LUIZ PESETTI,291,99730000,CENTRO,JACUTINGA,RS,"-27,7296236","-52,5377513"
"DWU2""?RE/!2<_NJ^C\\%K*",RODOVIA RN 118,140,59504000,PENDENCIAS DE CIMA,PENDENCIAS,RN,"-5,2577379","-36,7238597"
"G@T'`L@OB*:S[%$R73`*!)",AVENIDA GETULIO VARGAS,97,88801500,CENTRO,CRICIUMA,SC,"-28,6768341","-49,3699221"
DA9!FK*7!-%L=@;=CH4*6/,RUA DOUTORA MARIA ESTELITA CRUZ PEREIRA PINTO,179,58429070,UNIVERSITARIO,CAMPINA GRANDE,PB,"-7,2290752","-35,8808337"
"IX`""+/,0@C1D1[=+O9T`5#",FAZENDA NOSSA SENHORA APARECIDA,SN,17900000,MARREQUINHA,DRACENA,SP,"-21,4908289","-51,5384258"
OXLI-70KE>8^BW(=L0^(:),RUA JOSE MILEK FILHO,15,83505610,JARDIM GRAZIELE,ALMIRANTE TAMANDARE,PR,"-25,3437801","-49,2444116"
"M`C>FN%LXOD>Z=*KE9CV`'",RUA JULIO CONCEICAO,640,01126000,BOM RETIRO,SAO PAULO,SP,"-23,5279428","-46,6422352"
G>+P:/5T-U0Q_(BP`TL%L-,RUA ELESBAO ALMEIDA CRISPIM,244,63300000,CENTRO,LAVRAS DA MANGABEIRA,CE,"-6,749282","-38,9647571"
B9*DQ@*4)5(Z3K\=%QC<$-,RUA 1500,1014,88330526,CENTRO,BALNEARIO CAMBORIU,SC,"-26,9945309","-48,6385469"
JQJPWS[Z%1+(Z8!3ME59/$,AVENIDA PARADA PINTO,2262,02611000,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,"-23,4687235","-46,6437766"
"II'=*;[34*+1=GW$II.;1.",RUA VISTA ALEGRE,47,32042530,PARQUE MARACANA,CONTAGEM,MG,"-19,9187258","-44,0979651"
K48GZ=RJRLTEG7-+SI(`;/,RUA JORNALISTA RUI ADEMAR RODRIGUES,20,88371191,NOSSA SENHORA DAS GRACAS,NAVEGANTES,SC,"-26,8780251","-48,6831032"
"LYCC='22X@R!Y62-W8`R,/",RUA GUINLE,232,01548040,VILA MONUMENTO,SAO PAULO,SP,"-23,5766373","-46,6123302"
EIQS<7W0UD(7309@AM>E%0,RUA GALVAO BUENO,57,01506000,LIBERDADE,SAO PAULO,SP,"-23,5560942","-46,6351337"
"HTY[?46R=V#Q0D_U""7_&<+",RUA BELKISS,11,25550590,COELHO DA ROCHA,SAO JOAO DE MERITI,RJ,"-22,778943","-43,38675"
"C$`9E>.K,59G[3RMD[G)4*",RUA MARIO AUGUSTO DE FREITAS,91,05741230,JARDIM TABOAO,SAO PAULO,SP,"-23,6109825","-46,7479522"
N2`054MU;O:U?KF\)J3W@-,RUA BRUNO GARCIA,1194,79602040,CENTRO,TRES LAGOAS,MS,"-20,7923039","-51,7026047"
J(UX.^E_*CO#;8:7[.)TU*,RUA CUIABA,95,68503280,NOVO HORIZONTE,MARABA,PA,"-5,3699668","-49,1169278"
"P2':[II_'<&6FIU]3$XNG)",AVENIDA TANCREDO NEVES,620,41820020,CAMINHO DAS ARVORES,SALVADOR,BA,"-12,9792778","-38,4608214"
