chave_fato,flag_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,de_situacao,de_classif_natureza_juridica,vl_latitude,vl_longitude,qt_filial,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
15136583000150,SIM,12/31/1965,ARTUR WATT IRMAO CIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MIGUEL CALMON,63,40015010,COMERCIO,SALVADOR,BA,BAIXADA,PRIVADO,"-12,9718268","-38,5129729",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
15361199000150,SIM,10/4/1982,MAMORE AUTO POSTO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RODOVIA MT 308,SN,78400000,ZONA RURAL,DIAMANTINO,MT,BAIXADA,PRIVADO,"-14,4040989","-56,4370932",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
15608045000110,SIM,1/11/1983,FERNANDES & FILHOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA PRESIDENTE KENNEDY,409,49400000,SEDE,LAGARTO,SE,BAIXADA,PRIVADO,"-10,9122056","-37,6708401",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
7435464000170,SIM,5/30/1984,LUIZ HIPOLITO DOS SANTOS ME,2135,EMPRESARIO INDIVIDUAL,RUA ODETTE PACHECO,184,60325580,SAO GERARDO,FORTALEZA,CE,BAIXADA,PRIVADO,"-3,7271625","-38,5550863",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
8180392000120,SIM,7/26/2006,GIOVANNI CIRACI ME,2135,EMPRESARIO INDIVIDUAL,RUA AFONSO CELSO,561,40140080,CENTRO,SALVADOR,BA,BAIXADA,PRIVADO,"-13,0081176","-38,527092",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
2265502000170,SIM,10/10/1977,ILDEU DOS SANTOS ABBADIA,2135,EMPRESARIO INDIVIDUAL,RUA MINAS GERAIS,SN,73850000,CENTRO,CRISTALINA,GO,BAIXADA,PRIVADO,"-16,7631914","-47,6075051",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
4907539000180,SIM,2/18/2002,F DE ASSIS MELO ME,2135,EMPRESARIO INDIVIDUAL,RUA DA BANDEIRA,52,62184000,CENTRO,CARIRE,CE,BAIXADA,PRIVADO,"-3,94904","-40,4736592",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
12537293000120,SIM,9/16/2010,GERALDO SIMIAO AZEVEDO ME,2135,EMPRESARIO INDIVIDUAL,RUA RICARDO EMILIO MICHEL,66,81250610,CIDADE INDUSTRIAL,CURITIBA,PR,BAIXADA,PRIVADO,"-25,4876981","-49,3406071",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
9437544000190,SIM,3/24/2008,H D INFORMATICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DAS BANDEIRAS,806,79081310,JARDIM NHANHA,CAMPO GRANDE,MS,BAIXADA,PRIVADO,"-20,4798635","-54,6215663",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
10118122000130,SIM,7/12/2008,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSDC,3999,ASSOCIACAO PRIVADA,AVENIDA ANTONIETA PASQUARELLI PENTEADO,170,07786515,ALTOS DE JORDANESIA,CAJAMAR,SP,BAIXADA,PRIVADO,"-23,3362278","-46,8345215",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
3814359000190,SIM,5/11/2000,ITIBAN CONTABILIDADE LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA,RUA JOAO CLAPP,542,14080350,CAMPOS ELISEOS,RIBEIRAO PRETO,SP,BAIXADA,PRIVADO,"-21,1606727","-47,8024612",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
61538567000100,SIM,9/21/1989,COPERNOX INOXIDAVEIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ANAI,33,03253040,VILA INDUSTRIAL,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,6093521","-46,5320263",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
4966436000190,SIM,3/25/2002,J DE OLIVEIRA MUNIZ PANIFICADORA ME,2135,EMPRESARIO INDIVIDUAL,PRACA DA SOLEDADE,53,55820000,CENTRO,LAGOA DO CARRO,PE,BAIXADA,PRIVADO,"-7,844248","-35,3111011",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
64624521000100,SIM,10/2/1990,ARTHUR PEDRO FERREIRA ASSIS,2135,EMPRESARIO INDIVIDUAL,AVENIDA VEREADOR D PASSARINHO,1013,19807155,VL PRUDENCIANA,ASSIS,SP,BAIXADA,PRIVADO,"-22,6710153","-50,4381695",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
77365765000150,SIM,6/20/1977,ACCACIO MOSCARDI,2135,EMPRESARIO INDIVIDUAL,AVENIDA PRINCIPAL,SN,87504616,SERRA DOS DOURADOS,UMUARAMA,PR,BAIXADA,PRIVADO,"-23,7661064","-53,3206105",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
326297000180,SIM,11/30/1994,MARCI VICENTE PSCHEIDT ME,2135,EMPRESARIO INDIVIDUAL,RUA VITORINO BACELAR,223,89300000,CENTRO,MAFRA,SC,ATIVA,PRIVADO,"-26,1117326","-49,8065079",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
14644627000190,SIM,10/13/2011,FRANCISCO ANTONIO CORREA DE APOIO ESCRITORIO ME,2135,EMPRESARIO INDIVIDUAL,ESTRADA BENEDITO CESARIO DE OLIVEIRA,588,06767280,VILA IASI,TABOAO DA SERRA,SP,ATIVA,PRIVADO,"-23,6214512","-46,7888221",,AMARELO,MEDIA,NÃƒO,SIM,NÃƒO
13629575000110,SIM,5/2/2011,MARLENE ALVES DE FREITAS ME,2135,EMPRESARIO INDIVIDUAL,RUA 6,SN,74633400,VILA OSVALDO ROSA,GOIANIA,GO,ATIVA,PRIVADO,"-16,6591068","-49,278129",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
15581916000150,SIM,5/23/2012,CLAUDENIR MANOEL DE ARAUJO MEI,2135,EMPRESARIO INDIVIDUAL,RUA CUSTODIO NASCIMENTO,20,08380059,JARDIM ROSELI,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5948436","-46,4432643",,AMARELO,MEDIA,NÃƒO,SIM,SIM
3471229000100,SIM,10/26/1999,MOVEIS PORTUGUES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,TRECHO PORTUGUES,39,35300068,CENTRO,CARATINGA,MG,ATIVA,PRIVADO,"-19,7896207","-42,1415419",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
6230514000110,SIM,4/23/2004,MERCADAO DE CARNES CACHOEIRINHA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA ITABERABA,5107,02739000,VILA N CACHOEIRINHA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,474187","-46,6693958",,LARANJA,BAIXA,NÃƒO,SIM,NÃƒO
14894610000190,SIM,1/17/2012,JOSIAS ALVES DE CAMPOS MEI,2135,EMPRESARIO INDIVIDUAL,RUA DEDI BARICHELLO MONTAGNER,SN,85660000,CENTRO NORTE,DOIS VIZINHOS,PR,ATIVA,PRIVADO,"-25,7464549","-53,0615734",,AZUL,MEDIA,NÃƒO,SIM,SIM
5438357000170,SIM,12/2/2002,IOLANDA CIRINO ME,2135,EMPRESARIO INDIVIDUAL,RUA GETULIO VARGAS,SN,58770000,CENTRO,COREMAS,PB,ATIVA,PRIVADO,"-7,0190869","-37,9440765",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
13401477000120,SIM,3/21/2011,LAGOA LOTERIAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA COMENDADOR ANTONIO ALVES,704,33600970,CENTRO,PEDRO LEOPOLDO,MG,ATIVA,PRIVADO,"-19,6213368","-44,0415215",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
72833999000160,SIM,8/25/1966,MICHEL GEORGES MICHAELIDES ME,2135,EMPRESARIO INDIVIDUAL,RUA XV DE NOVEMBRO,51,16880000,CENTRO,VALPARAISO,SP,ATIVA,PRIVADO,"-21,2254231","-50,8683504",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
12481765000170,SIM,8/31/2010,GCR COMERCIO DE MERCADORIAS EM GERAL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DA SAUDADE,32,13150000,CHACARA HORIZONTE,COSMOPOLIS,SP,ATIVA,PRIVADO,"-22,6482084","-47,1886192",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
11771732000100,SIM,4/5/2010,ILHA COMERCIO DE ARTIGOS DE SURF LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RODOVIA SC 405,112,88065000,CAMPECHE,FLORIANOPOLIS,SC,ATIVA,PRIVADO,"-27,6619842","-48,501835",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
10441320000130,SIM,10/30/2008,PORTAS PRONTAS BARRETO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DO RUSSEL,SN,74942470,JARDIM BURITI SERENO,APARECIDA DE GOIANIA,GO,ATIVA,PRIVADO,"-16,820257","-49,2473044",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
10850466000130,SIM,5/14/2009,SG PROJETOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ALVES DE BRITO,141,88015440,CENTRO,FLORIANOPOLIS,SC,ATIVA,PRIVADO,"-27,5859254","-48,5471612",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
10480447000240,NÃƒO,2/1/2012,A R L DE SOUZA ROUPAS ME,2135,EMPRESARIO INDIVIDUAL,PRACA DOUTOR GAMA,476,16200003,CENTRO,BIRIGUI,SP,ATIVA,PRIVADO,"-21,28913","-50,34124",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
15697292000130,SIM,6/1/2012,PET CAO PRODUTOS VETERINARIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ALEIXO RODRIGUES DE QUEIROZ,840,75115010,VILA INDUSTRIAL,ANAPOLIS,GO,ATIVA,PRIVADO,"-16,328546","-48,953403",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
15217444000150,SIM,3/19/2012,RICARDO FIDELIS MELO ME,2135,EMPRESARIO INDIVIDUAL,FAZENDA MARACUJA,SN,35500970,AREA RURAL,DIVINOPOLIS,MG,ATIVA,PRIVADO,"-20,1451261","-44,8916447",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
15220854000150,SIM,3/19/2012,JOAO BATISTA LIMA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,RUA GRACIOSA FABRO,114,95055065,DIAMANTINO,CAXIAS DO SUL,RS,ATIVA,PRIVADO,"-29,1557242","-51,1393047",,AMARELO,MEDIA,NÃƒO,SIM,SIM
15740742000120,SIM,12/1/2009,DIRETORIO DO PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO PMDB DO MUNICIPIO DE NOSSA SENHORA DE LOURDES,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,RUA PEROLINA ARAUJO,166,49890000,CENTRO,NOSSA SENHORA DE LOURDES,SE,ATIVA,PUBLICO,"-10,0776488","-37,0570297",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
8216974000380,NÃƒO,8/16/2006,ALCIDES DOS SANTOS MOREIRA E OUTRA,4120,PRODUTOR RURAL PESSOA FISICA,SITIO MONTE AZUL,SN,16640000,DUAS PONTES,BALBINOS,SP,ATIVA,PRIVADO,"-21,8967699","-49,3623695",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
1995195000110,SIM,7/16/1997,BESTWAY LOCACOES E SERVICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ALBINO B GABRIL,227,04727030,VILA CRUZEIRO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,6427249","-46,7134267",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
3391792000160,SIM,9/3/1999,GEDEAO LOURENCO DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL,RUA APOL SATHLER,86,35040060,SANTA RITA,GOVERNADOR VALADARES,MG,ATIVA,PRIVADO,"-18,8549317","-41,9559233",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
8457794000390,NÃƒO,2/11/2010,ARY ANTONIO MADUREIRA,4120,PRODUTOR RURAL PESSOA FISICA,SITIO SAO BENEDITO,SN,19880000,AGUA DO FOGO,CANDIDO MOTA,SP,ATIVA,PRIVADO,"-22,7466667","-50,3880476",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
14222846000180,SIM,8/24/2011,ACADEMIA C 4 FITNESS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA ANTONIO LOSSO,972,85055310,CONRADINHO,GUARAPUAVA,PR,ATIVA,PRIVADO,"-25,3695058","-51,4636864",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
7669934000160,SIM,9/1/2005,M A NOGUEIRA REPRESENTACOES COMERCIAIS ME,2135,EMPRESARIO INDIVIDUAL,RUA LONDRES,450,03731030,VILA LONDRINA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5107859","-46,5360225",,VERDE,INATIVA,NÃƒO,NÃƒO,NÃƒO
6137179000100,SIM,2/19/2004,ESPACO CONHECIMENTO CONSULTORIA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA HEITOR PENTEADO,1759,05437000,SUMAREZINHO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5438399","-46,6943593",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
1387360000150,SIM,8/23/1996,CONDOMINIO EDIFICIO ANDRAUS GOLDEN,3085,CONDOMINIO EDILICIO,RUA DESEMBARGADOR MOTTA,2308,80420190,CENTRO,CURITIBA,PR,ATIVA,PRIVADO,"-25,435128","-49,2829662",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
9545298000190,SIM,4/29/2008,PARTIDO DA REPUBLICA PR DE RIACHO DE SANTANA,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,AVENIDA DO AGRICULTOR,SN,46470000,SAO FELIX,RIACHO DE SANTANA,BA,ATIVA,PUBLICO,"-13,6063873","-42,9400663",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
40484867000850,NÃƒO,10/25/1994,JCE CONSULTORIA E PARTICIPACOES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,PRACA GAGO COUTINHO,SN,41510045,SAO CRISTOVAO,SALVADOR,BA,ATIVA,PRIVADO,"-12,9141607","-38,336459",,VERMELHO,MEDIA,NÃƒO,NÃƒO,NÃƒO
48346043000150,SIM,1/11/1982,SEBASTIAO MIGUEL DE CAMPOS ME,2135,EMPRESARIO INDIVIDUAL,RUA DOUTOR ATALIBA LEONEL,225,18740000,CENTRO,TAQUARITUBA,SP,ATIVA,PRIVADO,"-23,5334414","-49,2439031",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
13567044000140,SIM,4/11/2011,BUT COMERCIO DE ALIMENTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DOUTOR VITAL BRASIL,1108,05503000,BUTANTA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5688671","-46,7147589",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
13598884000170,SIM,5/5/2011,EDEGAR PEREIRA MEI,2135,EMPRESARIO INDIVIDUAL,RUA MANUEL DE MACEDO,386,14030560,JARDIM PIRATININGA,RIBEIRAO PRETO,SP,BAIXADA,PRIVADO,"-21,1830653","-47,8363908",,VERDE,INATIVA,NÃƒO,NÃƒO,NÃƒO
4056122000150,SIM,9/18/2000,ALZENIR SANTANA COMERCIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DO URUGUAI,753,40454260,URUGUAI,SALVADOR,BA,ATIVA,PRIVADO,"-12,9299892","-38,4924987",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
4841694000140,SIM,1/3/2002,CARRO FACIL VEICULOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CLAUDIONOR WANDERLEY,74,40301155,BOA VIAGEM,SALVADOR,BA,ATIVA,PRIVADO,"-12,9303016","-38,5120363",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
66508078000120,SIM,4/16/1992,CONDOMINIO EDIFICIO ELIANA,3085,CONDOMINIO EDILICIO,AVENIDA MARECHAL HERMES,200,11700250,CANTO DO FORTE,PRAIA GRANDE,SP,ATIVA,PRIVADO,"-24,0126477","-46,406233",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
11726294000150,SIM,3/15/2010,JAILSON BEZERRA PEREIRA ME,2135,EMPRESARIO INDIVIDUAL,RUA LUDGERO GUILHERME COSTA,111A,62790000,CENTRO,REDENCAO,CE,ATIVA,PRIVADO,"-4,2238817","-38,7302215",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
11959342000150,SIM,5/18/2010,MARIZA CRISTIANE ALTHAUS MEI,2135,EMPRESARIO INDIVIDUAL,RUA FRANCISCO DE ASSIS,25,85022220,BOQUEIRAO,GUARAPUAVA,PR,ATIVA,PRIVADO,"-25,4135668","-51,4746181",,AMARELO,BAIXA,NÃƒO,SIM,SIM
34481390000180,SIM,12/15/1988,OLIVEIRA & GARCIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DOM PEDRO II,1499,76804027,SAO CRISTOVAO,PORTO VELHO,RO,ATIVA,PRIVADO,"-8,760919","-63,8962021",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
12555119000100,SIM,9/20/2010,MARGARETE PEREIRA ARCENIO MEI,2135,EMPRESARIO INDIVIDUAL,RUA MARCILIO DIAS,380,88511570,VARZEA,LAGES,SC,ATIVA,PRIVADO,"-27,8361769","-50,3106181",,VERDE,MEDIA,NÃƒO,SIM,SIM
7907566000140,SIM,3/22/2006,QUANTTO AGENCIA DE MARKETING LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA MENDEL,61,35702192,JK,SETE LAGOAS,MG,ATIVA,PRIVADO,"-19,4204056","-44,2442282",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
1682355000170,SIM,2/5/1997,ELITON ALVES ME,2135,EMPRESARIO INDIVIDUAL,RUA DO MINUANO,223,79080520,JARDIM MARCOS ROBERTO,CAMPO GRANDE,MS,ATIVA,PRIVADO,"-20,4855858","-54,6285346",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
8455770000130,SIM,10/30/2006,DILSON FERREIRA DOS SANTOS BRITAMENTO DE PEDRAS ME,2135,EMPRESARIO INDIVIDUAL,RODOVIA BA 52,900,47400000,ALFREDO HENRIQUE SAMPAIO,XIQUE XIQUE,BA,ATIVA,PRIVADO,"-10,8234273","-42,724969",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
74034307000140,SIM,12/30/1993,ELETRO FRIO ESTRELA DA LIBERDADE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA INDUSTRIAL,180,26021150,POSSE,NOVA IGUACU,RJ,ATIVA,PRIVADO,"-22,7319933","-43,4554915",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
14672094000150,SIM,11/24/2011,SEBASTIANA APARECIDA MEI,2135,EMPRESARIO INDIVIDUAL,RUA VICENTE FRANCO TOLENTINO,132,03982180,PARQUE SANTA MADALENA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,6125469","-46,506455",,AMARELO,MEDIA,NÃƒO,SIM,SIM
2521644000150,SIM,5/14/1998,ADRIANA RESENDE LOPES ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA ROBERT KENNEDY,3073,09860122,JARDIM BRASILANDIA,SAO BERNARDO DO CAMPO,SP,ATIVA,PRIVADO,"-23,7177081","-46,5732203",,VERMELHO,MEDIA,NÃƒO,SIM,NÃƒO
14133477000150,SIM,8/17/2011,ORLANDO PINHO GUIMARAES ME,2135,EMPRESARIO INDIVIDUAL,PRACA VEREADOR JOSE MARQUES BORGES,78,46220000,CENTRO,RIO DO ANTONIO,BA,ATIVA,PRIVADO,"-14,4075968","-42,0724884",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
6021074000190,SIM,11/12/2003,MARCIA R LIMA AUTOMOVEIS ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES,560,80320300,SANTA QUITERIA,CURITIBA,PR,ATIVA,PRIVADO,"-25,4572615","-49,3034942",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
7784989000110,SIM,1/5/2006,FARLEY SILVA LEITE ME,2135,EMPRESARIO INDIVIDUAL,RUA FREI EUSTAQUIO,52A,39400612,SAO JUDAS TADEU,MONTES CLAROS,MG,ATIVA,PRIVADO,"-16,7473624","-43,8609503",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
14550570000160,SIM,11/1/2011,WELLINGTON ALVES DE LIMA MEI,2135,EMPRESARIO INDIVIDUAL,RUA JOAO DE SIQUEIRA AFONSO,281,08452000,LAJEADO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5379837","-46,3959428",,AMARELO,MEDIA,NÃƒO,SIM,SIM
14570622000160,SIM,10/24/2011,S A R BANSI ME,2135,EMPRESARIO INDIVIDUAL,RUA WILSON TRONCOSO,958,16204155,RESIDENCIAL ALVORADA,BIRIGUI,SP,ATIVA,PRIVADO,"-21,2915055","-50,3436312",,AMARELO,MEDIA,NÃƒO,SIM,NÃƒO
1052752000240,NÃƒO,1/31/1973,ASAS DE SOCORRO,3999,ASSOCIACAO PRIVADA,RUA FRANCISCO VALOIS,SN,75104280,SETOR INDUSTRIAL AEROPORTO,ANAPOLIS,GO,ATIVA,PRIVADO,"-16,3596741","-48,9269257",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
9353200000100,SIM,2/8/2008,B P GONSIORKIEWICZ ME,2135,EMPRESARIO INDIVIDUAL,RUA PARAIBA,SN,47850000,CENTRO,LUIS EDUARDO MAGALHAES,BA,ATIVA,PRIVADO,"-12,079662","-45,7988017",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
9102759000150,SIM,5/28/2007,I DE L MOREIRA DE MORAES CALCADOS ME,2135,EMPRESARIO INDIVIDUAL,RUA ALFREDO SCHURIG,67,12327005,CENTRO,JACAREI,SP,ATIVA,PRIVADO,"-23,305827","-45,9691692",,AMARELO,BAIXA,NÃƒO,NÃƒO,NÃƒO
9310725000150,SIM,1/10/2008,CLINICA ODONTOLOGICA ODONTOSAUDE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA F,386,68515000,UNIAO,PARAUAPEBAS,PA,ATIVA,PRIVADO,"-6,0686758","-49,9050556",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
8374337000170,SIM,10/20/2006,SALUSTIANO JOAQUIM TONCHIS,4120,PRODUTOR RURAL PESSOA FISICA,ESTRADA MUNICIPAL TURIUBA A MONCOES,,15280000,PALMEIRAS,TURIUBA,SP,ATIVA,PRIVADO,"-20,9475914","-50,1104467",1.0,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
8225677000130,SIM,8/4/2006,RAFAELA DE O G ELIAS CALHAS EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,RUA ALIADOS,484,14080570,CAMPOS ELISEOS,RIBEIRAO PRETO,SP,ATIVA,PRIVADO,"-21,1502253","-47,8020031",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
13865327000410,NÃƒO,3/20/2012,HOKKAI COMERCIO E SERVICOS DE ALIMENTACAO EIRELI EPP,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,RUA DEPUTADO LACERDA FRANCO,553,05418001,PINHEIROS,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5607191","-46,6926222",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
15296818000170,SIM,3/30/2012,PALOMA VEBER SOETHE MEI,2135,EMPRESARIO INDIVIDUAL,RUA FRANCISCO KNABBEM,SN,88735000,TERMAS DO GRAVATAL,GRAVATAL,SC,ATIVA,PRIVADO,"-28,3212662","-49,0431687",,VERDE,MEDIA,NÃƒO,SIM,SIM
8402134000140,SIM,10/27/2006,MARIA EMILIA APARECIDA VIANA,4120,PRODUTOR RURAL PESSOA FISICA,SITIO SINAI,SN,19470000,CAMPINAL,PRESIDENTE EPITACIO,SP,ATIVA,PRIVADO,"-21,7668575","-52,1096427",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
59121624000100,SIM,6/23/1988,COMERCIAL T PAULISTA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA OTTO BAUMGART,500,02049000,VILA GUILHERME,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5144575","-46,615003",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
92112333000120,SIM,5/3/1988,C A S GONCALVES ME,2135,EMPRESARIO INDIVIDUAL,RUA PC ALEXANDRITA,205,94431700,LOTEAMENTO ELDORADO,VIAMAO,RS,ATIVA,PRIVADO,"-30,0722165","-51,0969571",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
8661339000140,SIM,2/15/2007,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO TERTIUS DINAMICO,2224,CLUBE FUNDO DE INVESTIMENTO,PRAIA DE BOTAFOGO,501,22250040,BOTAFOGO,RIO DE JANEIRO,RJ,BAIXADA,PRIVADO,"-22,9504707","-43,180611",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
14577061000120,SIM,11/7/2011,MARCIO LUIZ BATISTA MEI,2135,EMPRESARIO INDIVIDUAL,RUA MARIA FRANCISCA PEREIRA,50,17064430,PARQUE ROOSEVELT,BAURU,SP,ATIVA,PRIVADO,"-22,3008094","-49,0942451",,AMARELO,MEDIA,NÃƒO,SIM,SIM
14797432000180,SIM,10/25/2011,OMEGA GESTORA DE RECURSOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA SAO GABRIEL,477,01435001,JARDIM PAULISTA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5787839","-46,6709915",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
16700845000120,SIM,8/15/2012,ELEICAO 2012 WILSON MARINHO DE CARVALHO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,RUA CORONEL LIMA ROCHA,628,57055502,PINHEIRO,MACEIO,AL,BAIXADA,PRIVADO,"-9,6386866","-35,7414187",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
14581505000100,SIM,11/7/2011,ELMA VIVIANE PAIVA AMORIM MEI,2135,EMPRESARIO INDIVIDUAL,RUA JOAO PINTO DE OLIVEIRA,480,02849110,JARDIM GUARANI,SAO PAULO,SP,ATIVA,PRIVADO,"-23,4613552","-46,6877888",,AMARELO,BAIXA,NÃƒO,SIM,SIM
15309170000120,SIM,4/3/2012,MARESIA PESCADOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ESTRADA AMELIA B DOS SANTOS,113,88380000,MORRETES,BALNEARIO PICARRAS,SC,ATIVA,PRIVADO,"-26,7684656","-48,6804184",,AMARELO,BAIXA,NÃƒO,NÃƒO,NÃƒO
