sk_cnae,cnpj_cnae,cod_ordem,cod_ramo,desc_ramo,chave_cnae
"NPD0$""TB+VZ\>L]9L@X>,0",57269763000150,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
"A:K:-32J[L6N,I,!,2[O['",14452737000150,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"H!Y3(R=4B""$.JM?^2]^!+)",13335552000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"G..\2R%B/9@M-N'+""5'8U$",13878559000160,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"NU'XTG>N'_EC22VQS`UND#",13941989000180,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
P)X7G=(>+J]-Q*Q4ROB<9#,15182288000130,0,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,47
IV]&IV87<6BG6_:I&&?:D/,15553446000110,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
"I(JU2E?$A!@>X7M_W(!-+""",12164098000100,0,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
"J&V?)""0S:IQMZXQZ`?$19""",07081651000100,0,5510803,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,55
"L<XP#&S]\W@I=/%&,'@O^.",17283441000140,0,6462000,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS,64
"FX<*""N/@??<HT?M<MJ4OL#",07806565000100,0,8112500,CONDOMINIOS PREDIAIS,81
FNQY*%.*KN[\)4$\-O9+>/,11050679000140,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"E%@TH\M(]H[A-&:!'J8N:(",13169734000140,0,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
"E2GK1I.:0G,A-'<MPT3SJ%",15190246000140,0,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,43
M-[T&5Q.E1Q=/IDW3E!<O!,16480744000190,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
"K'^A)%I6A28#6%,16?B@?""",14465596000100,0,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,47
AM/CYF92G;V#7$6AYSUAG-,09331590000100,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"M.B""EFL2.D@CWOZN3KZB%&",11306905000100,0,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"D4,@OFAK2ABP(;+FR+X53)",15676707000190,0,4330499,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO,43
"K1,RCJ6[!KB&QH/Z>TTK[(",02300267000120,0,3314711,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,33
"IQ''X2C(M7G=36%I`8LO&%",81620106000190,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
IL=0G^WEC4Q`;Y]++>)Y!!,68035252000190,0,4671100,COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,46
"K@^J`YL)_;)0HL/4DJDB7'",14753183000120,0,121101,CULTIVO DE COCODABAIA,1
"PC.XC>=&8,W?-6(;AGEHC&",11185206000150,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
C-SJ@*HQ57@J<LW9C/@G6(,95035473000130,0,4520001,SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES,45
"I1;V4_GV4>^D-NP&YBA""Z.",66351065000190,0,1741902,"EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS",17
M0Y*H(2F<2/3V=.19XX///,48792485000120,0,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,18
"E2\>%^<-%T4]YP-'*Y:J9!",04617529000100,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
"E5LU1S<N`,^3V-M]6\:V3/",07037992000170,0,2539001,"SERVICOS DE USINAGEM, TORNEARIA E SOLDA",25
"PBN7.NL5'Q?_A)\/0SN;W!",12783179000180,0,8599603,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,85
"H(G48'-((\M,6NNR-9<^_0",04355056000110,0,1521100,"COMERCIO ATACADISTA DE BOLSAS, MALAS E ARTIGOS DE VIAGEM",15
"BW""?^%]Y?1WV_O0^!-D?/)",55492623000110,0,6399200,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",63
"O2&S*'`J^OU*A.T8@F=V0-",11117576000150,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,10
"NMG.UYN)<]32D:""]_A70R'",11694319000180,0,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,47
"FA;'+;XWTM&5&1.LG./9.#",09568108000150,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
G(OT?ESH6DQO8DTJNG/\5+,00245285000120,0,6204000,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,62
"OP7<+WL)G8=D""&!T(%K^F.",00739428000150,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
"L'LY9-]>14\*$'Y0H=D[Q(",05953866000130,0,5611201,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"JZ8DG8G-[;:GF1F-51-XG,",16962677000140,0,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS,68
"NTMSIBCZ]-\8/T8ZD&Z%&""",12563448000100,0,8211300,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,82
"FQ\$>%>3P)X230+""AOF'A0",16932888000130,0,8630503,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,86
"I[7UW&CF7.@[H-YWP""=2&)",97526837000100,0,9312300,"CLUBES SOCIAIS, ESPORTIVOS E SIMILARES",93
"CT]<(X91N""*_@U41[1_<K0",02484960000280,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
"E'#H(.R""0H]YR5LK[(=AZ""",06084773000180,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
PP&.71GQ!&8YY&UD6=G$P(,16618671000150,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
"D!H<VDK-(]3&^GA2U7;=R'",03477630000140,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"C`N/6=IE0X!G;<L""UX_A.(",02937277000170,0,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
"L?`!%F3X'&[?/C$@2-_;@,",06042798000110,0,810006,ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS,8
"L#],IC/81F$W/$7$>5`18,",06658925000100,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
"A%W)""""=_<_C*<8T=8)_F$#",02718174000110,0,4662100,"COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS",46
N-EZ5:/49[7#1QVJ?11V?+,07028901000130,0,4923002,OPERADORES TURISTICOS,49
"GY.)Z4EE7"";.PKIE+&-*[-",11497569000120,0,8599605,CURSOS PREPARATORIOS PARA CONCURSOS,85
K5SH7N@CNG7IM6JFT]MT:),54796362000160,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"J[8Y#T'2/""F$EB1?5N31K!",08679162000100,0,4924800,TRANSPORTE ESCOLAR,49
"H^1,08-(TT/L'`""8WK1\)%",64807035000110,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
"KQ;)LJ';E(YQ2->OFUTK2!",15317884000180,0,1340599,"OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO",13
"G1>SOX6Q@L%1:`G*PB7_K""",16941941000160,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
AK<?XT<]<(^BOHK+0M&BB-,05277788000100,0,8130300,ATIVIDADES PAISAGISTICAS,81
"C-\'+^N8N-,R$?,4P]+<&&",54093471000110,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
DDXW&N6=PSU!0<_64M<LI*,16774603000180,0,1094500,COMERCIO VAREJISTA DE BEBIDAS,10
"B]]*5)/H<+P;X$!SY'3HS-",04251424000180,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
BFX4KJV-Z3W8N^E123<FA0,87120762000100,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
"B)MR]PF9)C^AC']/AN6[E-",04724398000160,0,4642701,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA",46
"N*P[6:UM\QCJHEHDTPT.W,",12842235000100,0,4520003,COMERCIO VAREJISTA DE MATERIAL ELETRICO,45
"IF?""P5'5$!\IP1%3F;K1+/",06932990000930,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
E/2YV6F@U.W/VY/^XLC#V-,08293513000140,0,8591100,ENSINO DE ESPORTES,85
"LL::>\?U?>A^,UI#?_!$J,",01475296000160,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"M=:9W4I1TN""OT24(,%T:.(",12077443000160,0,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS,68
PZC`_.V#-\I:WQ?JV#OD_!,13388322000100,0,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",47
"PZC^QG^(VSK0^&BC4Y,P)&",10806211000170,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"EX0$F2=\TR*RWCTWVPB3G'",14239440000100,0,4110700,ALUGUEL DE IMOVEIS PROPRIOS,41
N3MA?]ZK@T2JZA5!(S7SY.,19791896009310,0,4682600,COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP,46
OJOIPK90YH194Y$8W-7`Z),12121224000130,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"CB""E#LCTB[L-*>"",BFZHO/",08508919000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"HQEZ`X!?5!%P]K'4O,<&;0",45064714000100,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
G1N7JW!HN$OMR``U8<?U-$,05796462000180,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"PB*\ON1L9(T]3)]1Y?&E"")",04522679000130,0,4771701,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
"BQ""VEX*8_IF]QNCEI])7I$",12045619000100,0,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"H;(T42:D9Y(H+R8*ZY1""=)",08190659000160,0,3321000,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,33
"K%""3:'Z_'NJ13$X""QU)'.""",08961445000140,0,1531902,ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO,15
"E*$<P-);N(ZF1K/</%!LB""",69276293000130,0,7490101,"SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES",74
"G:?^[^B/,H=(9\$\2'^_Z$",84462852000190,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
"A<F+;F`Q=?EB1R""CW9@R\&",11902017000150,0,4321500,COMERCIO VAREJISTA DE MATERIAL ELETRICO,43
"E2M""`,&V+;1Z`!D>H17D7)",03504150000120,0,4120400,CONSTRUCAO DE EDIFICIOS,41
JM$7XPN6=OEI#7(;E>TX0),18867903000130,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"J:OE*_P@4Q$)4T\7-.!7'&",10572071154500,0,8512100,EDUCACAO INFANTIL  PREESCOLA,85
"AEC&1ZWP&#'12AM1(PLL-*",12870677000160,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,56
APS3KV5E/M%!A/`^)*8>^!,04810494000120,0,4712100,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
M&$ZG6<%=Q_[FUO?2BL6W),12465352000100,0,2542000,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",25
O9%;1DOKRRGMM+3^%0X)W+,11831846000190,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
"AD@^%:@,/5\^=EHB-8E%$0",25099318000100,0,5510803,MOTEIS,55
O!Z(Y(?X@OY(=^&C:^/N0$,08480976000110,0,131800,CULTIVO DE LARANJA,1
"MK#""3!QD';;MGJ6)WZBUW#",01665705000190,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
LIL(YQQRSYS]0M\KP%S6-/,13078757000140,0,3831999,"RECUPERACAO DE MATERIAIS METALICOS, EXCETO ALUMINIO",38
"PH(@J,%RZ_TK/H""K%V!G4.",86644432000150,0,4511103,"COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS",45
E=-Y`IQHV<>+UCJ3.4%BG/,64109770000150,0,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,18
"E3:1@(PEXPLN,1P&`X>[`)",12775703000170,0,4781400,"CABELEIREIROS, MANICURE E PEDICURE",47
"A025KXE.QA/,,6+S<<^@C#",04825302000150,0,6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET",63
"E!J9%_BZ.UVE#(UY""X;),-",07351457000190,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
J>R(UB`+\65>]%D`7](/4/,04661933000180,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
N^0Z`4^($4KE8KDWYN$TA%,75180760002170,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
"O^MON+W!X(MQ[6D,+X-Y20",03959127000120,0,2599399,FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE,25
"F=,N!""%>:D[#X4#(K+DQU/",15103924000190,0,4321500,INSTALACAO E MANUTENCAO ELETRICA,43
"I"":ARUC&MI3-[9M""BK@7Y&",04894707000140,0,153902,"CRIACAO DE OVINOS, INCLUSIVE PARA PRODUCAO DE LA",1
"J@>M5YAB`_N/U)[P'65ZT&",12008981000100,0,1091101,FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL,10
"I',R18:J&YCY-9\K)5F%-#",26509711000180,0,6822600,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA,68
"I4R+32!""V259NDKM\7+5O(",06871885000180,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
"H""6VVM2/=\C>7U9'6#.O?,",11357342000180,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"I((3=N,#60\J]LPF-?""Y8+",08721697000100,0,4686902,COMERCIO ATACADISTA DE EMBALAGENS,46
"J2.*,6+<+&ZWS9:^;H]70#",66820424000100,0,6462000,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS,64
"A%4?""2-8^EM*J][N9+:@H'",07037284000130,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"IP-(+H#-__E$&Q`Y'=VLD#",06824964000130,0,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,46
"HG,\1^CN!UZB.I.+""[!1,(",08446137000500,0,6499999,OUTRAS ATIVIDADES DE SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE,64
"O#VM[WE)C0]8):IZ(T@IH,",04190594000100,0,4771701,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
"FAJR)@O`1!>S:TM*)$#7K'",25916255000120,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,47
BJI^C+Y2R&`N2@4#5.?<P*,15624386000180,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
"P)""$E.*TUB#&@ND-L.9!C""",02024919000140,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,47
"MJ58?QJ.VKNZCGM'EU]V[-",13316722000100,0,4721103,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,47
"PFD6R^?C5O&YS$4""$1TN@*",39826375000140,0,6821801,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS,68
K\#Z[UL<F=2A_F.A8/;$Z),14286731000150,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
"JCX,7REAC7`#T=GZ&]!^6*",10905547000190,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"M?+Z04B^9VX:?^0A2"">,L'",11065608000110,0,6499901,CLUBES DE INVESTIMENTO,64
L1[0/&URRZWT(4@286P8-.,01640616000190,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
H:5D?N;[8>LVVA_$F*82:0,04282635000180,0,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"H+/9Z@OB*'&@D^%II?0`B/",01158654000100,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"K@.*HC/@1A&I?=T=""@+-30",09177354000180,0,7490103,"REGULACAO DAS ATIVIDADES DE SAUDE, EDUCACAO, SERVICOS CULTURAIS E OUTROS SERVICOS SOCIAIS",74
"J_:O(S%^)Z1R'-M55""F:M,",05815409000180,0,4754701,COMERCIO VAREJISTA DE MOVEIS,47
"I[1L`8""FPCY#U@?;%$3E5%",15571546000170,0,5320202,SERVICOS DE ENTREGA RAPIDA,53
C3!^:58#Z**JC#)=MW#3!-,13417990000100,0,4713002,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
J*V^0GLJ_J7%O.08P)#+Y!,12605845000190,0,4632001,COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,46
"OSE.,9L@)Z9""1O_`EEZ)M&",10825512000140,0,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,82
"D1M-8X$*/23*JTJS""#""2/.",11084648000100,0,9609299,OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE,96
"K=.;E0MVKV%G_BH<2BA""\/",11368135000120,0,9001999,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE",90
"E:1JXHQW_B8`+(,#W9Q;S&",11497170000140,0,8550302,"ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES",85
FHHZ$8(JW.]76A860AF36%,11164096000140,0,5590699,CONDOMINIOS PREDIAIS,55
"CL4D35=?+F3#W0DY3('9('",15703970000120,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"PBVS6'%'CLH.?U9%CA/T;.",16626528000100,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"FE'M-[)MP!&@X.00]4Q&K)",15236611000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"JYK0@U73%NWU-R]O+!Q'>0",08440012000220,0,111302,CULTIVO DE MILHO,1
"H!;IZ>/FPR4R88E%*I;2'""",07349767000250,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82
IY8TUD^8EIE[]/<@?[V;9-,08760447000170,0,111302,CULTIVO DE MANDIOCA,1
"N*>3FJ[-[?][)R&QN/MM\,",15232764000180,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
"O8,=?*:QZ7C""<YH/EZ:D&0",15601291000140,0,151201,CRIACAO DE BOVINOS PARA CORTE,1
N@CTKZX31$?#&J2PFW/X-(,02394647000170,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
"PU3A(3X^]1Z,-[F[E).9_$",09462500000110,0,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
OC)RBS8G5NN/WA6T^YW1.-,11606067000190,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
GUS+&*[0\./U]$H[`7[#V+,01163650000110,0,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
IR86::.8EN.3SS=K+[<>.%,13444313000180,0,4743100,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
"MW_SUIC'%.'=VV(5L6P/V!",58419607000190,0,4120400,CONSTRUCAO DE EDIFICIOS,41
"L6YV\84>(T6=OF2>1'IMY%",10642198000160,0,4723700,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,47
"KI'($W.W6-#:41F\V/=/V*",04965450000170,0,7319004,CONSULTORIA EM PUBLICIDADE,73
I9Y=$L$+?2W@>11PC6Z9/!,10370610000130,0,4120400,CONSTRUCAO DE EDIFICIOS,41
"N1JY^1`0+I=`(V$M^""J-9+",01440372000100,0,6912500,CARTORIOS,69
"O<E,1=^4\ZK\E>!0`C1@--",01417681000150,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"AQ%_SX=I%\LDM(Z=Y@-NO'",42834143000220,0,1413401,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",14
"H/K2T/>DB(F$!,$(Y&LPB'",05248796000110,0,7020400,ADMINISTRACAO DE CAIXAS ESCOLARES,70
"F/]PLO!1N*RD>L((B9Z<!'",22691349000150,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94
"K3A]V7!O<DNVT^[B^'<VE!",07720137000160,0,4789002,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,47
"HM$IJ$&75C6?IFP8,LX[E+",03480501000100,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
A\S$1A.@AX!I;!#7[;8D.0,97531897000200,0,4649402,COMERCIO ATACADISTA DE APARELHOS ELETRONICOS DE USO PESSOAL E DOMESTICO,46
"C9K&K-38:C?EPWL6V''HU.",74110800000100,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"K,>I*EU7':RM@KHF^IA/5+",05453491000140,0,4782201,COMERCIO VAREJISTA DE CALCADOS,47
E6%S-#C>RT4F@?RL5Z8Q9!,14260170000110,0,4723700,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,47
F>4&6O]10(6OSM_!\1>TB+,14307232000100,0,4713002,COMERCIO VAREJISTA DE BEBIDAS,47
"G6<H0TMG6Y#*+5,U5XD(-+",13117417000180,0,4729699,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,47
E[?GOP-)XLBQ94SBA!QL[0,61139556000310,0,4520004,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
"H6RLY2@PY_/'D%=6`R>^$0",16921081000100,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"AOB,-&T#""QX3W'T3?$I!'!",02344249000140,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"ET<:=M1;LQG:\!,W`*R0W+",09641413000200,0,113000,CRIACAO DE BOVINOS PARA LEITE,1
"B`7>\RY0^!R'['`*7R)4K""",09521081000140,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"G/4Z=S`YWX6#4%&\>>""O>,",14564189000150,0,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,94
AT+/CVNT74-O8SRAA6KV!&,08493131000160,0,5229001,"SERVICOS DE APOIO AO TRANSPORTE POR TAXI, INCLUSIVE CENTRAIS DE CHAMADA",52
"K<+C$*#,A@E@E-ZNM7%Z\&",09479653000170,0,113000,CULTIVO DE CANADEACUCAR,1
"PU>;[+R.VQQ]V!<4YG""%7(",08161385000180,0,113000,CULTIVO DE CANADEACUCAR,1
"JZO'Z2G7:0PTC/@(+T(N8*",08345350000100,0,1091102,COMERCIO VAREJISTA DE BEBIDAS,10
N%P-ZME(6#P*`$!.*Q6Z=%,07337149000100,0,6810202,ALUGUEL DE IMOVEIS PROPRIOS,68
"J0UM0JJQQ.Z""""F-#K+6(F'",08628655000110,0,4789099,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,47
