sk_tempo,data,mes,ano
2/28/2011,2/28/2011,,
6/23/1986,6/23/1986,,
10/19/2010,10/19/2010,,
1/19/2011,1/19/2011,,
10/10/2008,10/10/2008,out,2008
10/31/1994,10/31/1994,,
05/12/2011,05/12/2011,dez,2011
05/07/2009,05/07/2009,jul,2009
09/12/2008,09/12/2008,dez,2008
9/25/1991,9/25/1991,,
02/01/2011,02/01/2011,jan,2011
4/13/2010,4/13/2010,,
12/03/2007,12/03/2007,mar,2007
02/10/2010,02/10/2010,out,2010
11/04/2010,11/04/2010,abr,2010
06/09/2010,06/09/2010,set,2010
07/02/2010,07/02/2010,fev,2010
11/26/2009,11/26/2009,,
07/09/2008,07/09/2008,set,2008
2/26/1988,2/26/1988,,
02/11/2005,02/11/2005,nov,2005
11/10/1977,11/10/1977,out,1977
7/30/2003,7/30/2003,,
4/20/1999,4/20/1999,,
09/12/1994,09/12/1994,dez,1994
8/19/1988,8/19/1988,,
06/02/1981,06/02/1981,fev,1981
2/20/1989,2/20/1989,,
8/30/1983,8/30/1983,,
10/30/2000,10/30/2000,,
1/19/1998,1/19/1998,,
6/20/1990,6/20/1990,,
3/16/1984,3/16/1984,,
3/13/1985,3/13/1985,,
6/26/1984,6/26/1984,,
1/13/1987,1/13/1987,,
12/04/1991,12/04/1991,abr,1991
03/09/1993,03/09/1993,set,1993
4/23/1990,4/23/1990,,
6/25/2008,6/25/2008,,
08/05/1966,08/05/1966,mai,1966
12/18/1978,12/18/1978,,
02/02/1983,02/02/1983,fev,1983
5/27/1983,5/27/1983,,
12/02/1976,12/02/1976,fev,1976
2/15/1979,2/15/1979,,
7/17/1980,7/17/1980,,
8/28/1984,8/28/1984,,
08/10/1992,08/10/1992,out,1992
02/08/1968,02/08/1968,ago,1968
05/05/2008,05/05/2008,mai,2008
05/06/2006,05/06/2006,jun,2006
10/30/2006,10/30/2006,,
02/01/2005,02/01/2005,jan,2005
3/25/2004,3/25/2004,,
11/13/1986,11/13/1986,,
11/21/2011,11/21/2011,,
02/03/2003,02/03/2003,mar,2003
9/13/2007,9/13/2007,,
8/25/1997,8/25/1997,,
3/23/2011,3/23/2011,,
3/21/1986,3/21/1986,,
05/03/2011,05/03/2011,mar,2011
09/09/2009,09/09/2009,set,2009
8/30/2010,8/30/2010,,
6/17/2011,6/17/2011,,
12/14/2010,12/14/2010,,
03/02/1994,03/02/1994,fev,1994
1/16/2012,1/16/2012,,
8/19/2008,8/19/2008,,
1/27/2012,1/27/2012,,
3/20/2012,3/20/2012,,
5/22/2012,5/22/2012,,
6/13/2012,6/13/2012,,
5/30/2011,5/30/2011,,
7/13/2001,7/13/2001,,
02/10/2012,02/10/2012,out,2012
6/20/2012,6/20/2012,,
7/23/2009,7/23/2009,,
11/24/2007,11/24/2007,,
10/17/2006,10/17/2006,,
12/11/2006,12/11/2006,nov,2006
11/25/2008,11/25/2008,,
3/22/2004,3/22/2004,,
03/12/2012,03/12/2012,dez,2012
09/03/1997,09/03/1997,mar,1997
5/14/2012,5/14/2012,,
3/18/2003,3/18/2003,,
12/18/1980,12/18/1980,,
11/04/2010,11/04/2010,abr,2010
6/24/1999,6/24/1999,,
5/23/2007,5/23/2007,,
6/22/2012,6/22/2012,,
7/27/1990,7/27/1990,,
8/24/2010,8/24/2010,,
2/15/2011,2/15/2011,,
11/03/1986,11/03/1986,mar,1986
02/12/2009,02/12/2009,dez,2009
4/17/2006,4/17/2006,,
10/31/2011,10/31/2011,,
3/22/2012,3/22/2012,,
4/30/2012,4/30/2012,,
05/10/2012,05/10/2012,out,2012
4/24/1973,4/24/1973,,
10/10/1990,10/10/1990,out,1990
12/09/1987,12/09/1987,set,1987
02/09/2011,02/09/2011,set,2011
2/24/1989,2/24/1989,,
4/20/1999,4/20/1999,,
2/15/2001,2/15/2001,,
04/02/1985,04/02/1985,fev,1985
04/11/1990,04/11/1990,nov,1990
5/20/1983,5/20/1983,,
3/30/2012,3/30/2012,,
10/20/2011,10/20/2011,,
04/02/2012,04/02/2012,fev,2012
4/29/2010,4/29/2010,,
6/16/2009,6/16/2009,,
10/17/1986,10/17/1986,,
01/10/1979,01/10/1979,out,1979
5/21/1986,5/21/1986,,
1/22/1987,1/22/1987,,
10/10/1977,10/10/1977,out,1977
10/19/1990,10/19/1990,,
2/27/1997,2/27/1997,,
10/26/1979,10/26/1979,,
10/30/1991,10/30/1991,,
10/01/1985,10/01/1985,jan,1985
8/28/1996,8/28/1996,,
3/24/2003,3/24/2003,,
9/15/1994,9/15/1994,,
2/27/1978,2/27/1978,,
3/13/2001,3/13/2001,,
11/26/1987,11/26/1987,,
4/23/1999,4/23/1999,,
7/19/2011,7/19/2011,,
11/10/1998,11/10/1998,out,1998
8/23/2012,8/23/2012,,
02/04/2005,02/04/2005,abr,2005
10/08/2011,10/08/2011,ago,2011
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
10/01/1990,10/01/1990,jan,1990
5/19/2004,5/19/2004,,
12/16/1992,12/16/1992,,
6/22/2009,6/22/2009,,
4/16/2012,4/16/2012,,
02/09/2010,02/09/2010,set,2010
05/08/2007,05/08/2007,ago,2007
7/17/1986,7/17/1986,,
7/28/2011,7/28/2011,,
08/05/2010,08/05/2010,mai,2010
10/02/2006,10/02/2006,fev,2006
05/08/2010,05/08/2010,ago,2010
03/09/2005,03/09/2005,set,2005
06/10/2011,06/10/2011,out,2011
07/10/2006,07/10/2006,out,2006
12/15/2006,12/15/2006,,
10/06/2006,10/06/2006,jun,2006
12/05/2006,12/05/2006,mai,2006
12/19/2006,12/19/2006,,
07/04/2012,07/04/2012,abr,2012
07/01/2011,07/01/2011,jan,2011
3/30/2000,3/30/2000,,
3/30/1998,3/30/1998,,
08/12/1997,08/12/1997,dez,1997
08/05/1999,08/05/1999,mai,1999
3/19/2002,3/19/2002,,
06/08/2000,06/08/2000,ago,2000
9/16/1999,9/16/1999,,
6/21/1991,6/21/1991,,
03/05/1998,03/05/1998,mai,1998
10/06/1997,10/06/1997,jun,1997
01/03/1995,01/03/1995,mar,1995
02/05/2010,02/05/2010,mai,2010
8/20/1996,8/20/1996,,
1/20/1997,1/20/1997,,
5/31/1999,5/31/1999,,
10/01/2007,10/01/2007,jan,2007
03/01/2012,03/01/2012,jan,2012
8/17/2001,8/17/2001,,
4/24/2001,4/24/2001,,
11/03/2009,11/03/2009,mar,2009
1/19/1989,1/19/1989,,
4/16/2003,4/16/2003,,
1/31/2001,1/31/2001,,
08/03/1981,08/03/1981,mar,1981
07/09/2012,07/09/2012,set,2012
11/08/1991,11/08/1991,ago,1991
10/10/2011,10/10/2011,out,2011
12/27/2001,12/27/2001,,
6/20/2011,6/20/2011,,
2/24/2000,2/24/2000,,
3/13/2012,3/13/2012,,
07/04/2012,07/04/2012,abr,2012
10/24/2011,10/24/2011,,
5/13/2011,5/13/2011,,
10/26/2011,10/26/2011,,
10/21/2011,10/21/2011,,
06/01/2000,06/01/2000,jan,2000
6/21/2000,6/21/2000,,
12/28/2010,12/28/2010,,
7/16/2012,7/16/2012,,
12/02/1999,12/02/1999,fev,1999
1/14/2003,1/14/2003,,
06/03/2011,06/03/2011,mar,2011
6/27/2012,6/27/2012,,
7/19/1988,7/19/1988,,
7/17/2012,7/17/2012,,
07/04/2011,07/04/2011,abr,2011
01/02/1991,01/02/1991,fev,1991
04/12/2010,04/12/2010,dez,2010
04/06/1984,04/06/1984,jun,1984
7/19/2012,7/19/2012,,
03/08/1989,03/08/1989,ago,1989
03/12/2012,03/12/2012,dez,2012
10/30/1985,10/30/1985,,
9/24/2004,9/24/2004,,
06/08/2001,06/08/2001,ago,2001
1/25/2006,1/25/2006,,
2/24/1986,2/24/1986,,
9/19/1983,9/19/1983,,
08/08/2011,08/08/2011,ago,2011
4/28/2011,4/28/2011,,
10/06/2010,10/06/2010,jun,2010
06/01/2010,06/01/2010,jan,2010
11/23/2007,11/23/2007,,
10/09/1985,10/09/1985,set,1985
4/20/2001,4/20/2001,,
07/06/2006,07/06/2006,jun,2006
7/18/2008,7/18/2008,,
9/29/2003,9/29/2003,,
06/12/2012,06/12/2012,dez,2012
7/25/2012,7/25/2012,,
03/11/2011,03/11/2011,nov,2011
8/30/2004,8/30/2004,,
8/24/2011,8/24/2011,,
7/27/1995,7/27/1995,,
11/03/1994,11/03/1994,mar,1994
3/21/1995,3/21/1995,,
6/18/2009,6/18/2009,,
4/13/2004,4/13/2004,,
5/26/1993,5/26/1993,,
1/26/1995,1/26/1995,,
5/20/1994,5/20/1994,,
3/23/2000,3/23/2000,,
12/30/1986,12/30/1986,,
1/15/1969,1/15/1969,,
8/22/2002,8/22/2002,,
07/05/1999,07/05/1999,mai,1999
10/11/1994,10/11/1994,nov,1994
5/21/1997,5/21/1997,,
11/12/1987,11/12/1987,dez,1987
07/08/1977,07/08/1977,ago,1977
08/12/1980,08/12/1980,dez,1980
02/04/1986,02/04/1986,abr,1986
02/01/1995,02/01/1995,jan,1995
06/11/1980,06/11/1980,nov,1980
4/27/1990,4/27/1990,,
8/17/1966,8/17/1966,,
01/09/1976,01/09/1976,set,1976
08/03/1979,08/03/1979,mar,1979
9/30/2005,9/30/2005,,
04/03/2012,04/03/2012,mar,2012
04/02/2012,04/02/2012,fev,2012
03/07/2001,03/07/2001,jul,2001
10/10/2008,10/10/2008,out,2008
04/06/1998,04/06/1998,jun,1998
5/19/1999,5/19/1999,,
04/02/2010,04/02/2010,fev,2010
04/04/2012,04/04/2012,abr,2012
09/06/2010,09/06/2010,jun,2010
08/03/1990,08/03/1990,mar,1990
3/31/2010,3/31/2010,,
10/30/1996,10/30/1996,,
6/23/2010,6/23/2010,,
6/29/2012,6/29/2012,,
8/23/2002,8/23/2002,,
12/29/2005,12/29/2005,,
08/02/2005,08/02/2005,fev,2005
6/20/1983,6/20/1983,,
6/25/1993,6/25/1993,,
12/13/1999,12/13/1999,,
02/04/2010,02/04/2010,abr,2010
07/11/1994,07/11/1994,nov,1994
02/10/2009,02/10/2009,out,2009
05/11/2006,05/11/2006,nov,2006
8/14/2001,8/14/2001,,
2/16/2012,2/16/2012,,
11/17/2009,11/17/2009,,
6/29/2012,6/29/2012,,
3/31/2004,3/31/2004,,
09/08/2006,09/08/2006,ago,2006
8/21/2010,8/21/2010,,
9/18/2001,9/18/2001,,
10/07/2010,10/07/2010,jul,2010
12/07/1994,12/07/1994,jul,1994
11/21/2006,11/21/2006,,
11/16/2007,11/16/2007,,
08/10/1998,08/10/1998,out,1998
1/17/1992,1/17/1992,,
1/17/2005,1/17/2005,,
9/29/2004,9/29/2004,,
3/14/1991,3/14/1991,,
10/16/2009,10/16/2009,,
11/12/1998,11/12/1998,dez,1998
4/15/1997,4/15/1997,,
6/19/1984,6/19/1984,,
03/07/1990,03/07/1990,jul,1990
12/10/2001,12/10/2001,out,2001
10/27/1989,10/27/1989,,
7/23/2003,7/23/2003,,
3/19/1982,3/19/1982,,
1/24/2011,1/24/2011,,
1/31/2011,1/31/2011,,
02/07/2011,02/07/2011,jul,2011
6/19/2010,6/19/2010,,
12/04/2008,12/04/2008,abr,2008
6/27/2002,6/27/2002,,
1/13/2011,1/13/2011,,
4/18/2000,4/18/2000,,
3/25/2010,3/25/2010,,
04/08/2011,04/08/2011,ago,2011
10/21/1993,10/21/1993,,
12/09/2010,12/09/2010,set,2010
5/19/2010,5/19/2010,,
10/07/2005,10/07/2005,jul,2005
05/07/2009,05/07/2009,jul,2009
6/23/2009,6/23/2009,,
4/16/2010,4/16/2010,,
2/28/2007,2/28/2007,,
10/15/2008,10/15/2008,,
09/09/2010,09/09/2010,set,2010
4/25/2011,4/25/2011,,
6/14/2010,6/14/2010,,
5/28/1996,5/28/1996,,
02/04/1974,02/04/1974,abr,1974
02/02/2001,02/02/2001,fev,2001
4/24/2002,4/24/2002,,
08/03/2009,08/03/2009,mar,2009
10/01/2003,10/01/2003,jan,2003
07/02/2012,07/02/2012,fev,2012
09/09/2010,09/09/2010,set,2010
05/07/2012,05/07/2012,jul,2012
04/04/2008,04/04/2008,abr,2008
9/20/1966,9/20/1966,,
02/03/1997,02/03/1997,mar,1997
04/04/1972,04/04/1972,abr,1972
9/26/1977,9/26/1977,,
1/23/2002,1/23/2002,,
09/06/2005,09/06/2005,jun,2005
07/01/1982,07/01/1982,jan,1982
08/06/2008,08/06/2008,jun,2008
1/21/1998,1/21/1998,,
04/07/1997,04/07/1997,jul,1997
09/11/1996,09/11/1996,nov,1996
11/20/2000,11/20/2000,,
10/25/2004,10/25/2004,,
4/14/1988,4/14/1988,,
6/19/1991,6/19/1991,,
11/10/2010,11/10/2010,out,2010
12/11/2009,12/11/2009,nov,2009
08/08/1984,08/08/1984,ago,1984
03/11/1993,03/11/1993,nov,1993
05/09/1989,05/09/1989,set,1989
8/14/2008,8/14/2008,,
04/08/1983,04/08/1983,ago,1983
07/08/1998,07/08/1998,ago,1998
4/29/1993,4/29/1993,,
5/31/1977,5/31/1977,,
4/27/1983,4/27/1983,,
06/06/1983,06/06/1983,jun,1983
12/18/1991,12/18/1991,,
6/23/1994,6/23/1994,,
10/08/1987,10/08/1987,ago,1987
3/19/1986,3/19/1986,,
04/03/2007,04/03/2007,mar,2007
9/16/2010,9/16/2010,,
10/09/2008,10/09/2008,set,2008
11/10/2006,11/10/2006,out,2006
10/22/2010,10/22/2010,,
11/19/2011,11/19/2011,,
11/18/2011,11/18/2011,,
12/06/1979,12/06/1979,jun,1979
3/21/2011,3/21/2011,,
11/09/2010,11/09/2010,set,2010
12/09/2005,12/09/2005,set,2005
6/18/2007,6/18/2007,,
6/17/1987,6/17/1987,,
10/05/1999,10/05/1999,mai,1999
10/31/2007,10/31/2007,,
6/26/2008,6/26/2008,,
1/26/2012,1/26/2012,,
08/12/2011,08/12/2011,dez,2011
12/20/2011,12/20/2011,,
3/15/2012,3/15/2012,,
06/06/2012,06/06/2012,jun,2012
08/02/2012,08/02/2012,fev,2012
6/19/2012,6/19/2012,,
8/17/2011,8/17/2011,,
9/19/2007,9/19/2007,,
08/10/2006,08/10/2006,out,2006
8/13/2007,8/13/2007,,
1/16/2009,1/16/2009,,
8/20/2012,8/20/2012,,
11/04/2010,11/04/2010,abr,2010
2/24/2006,2/24/2006,,
3/31/2006,3/31/2006,,
5/19/2003,5/19/2003,,
8/17/2011,8/17/2011,,
9/16/2009,9/16/2009,,
9/14/2011,9/14/2011,,
09/12/2011,09/12/2011,dez,2011
10/31/2011,10/31/2011,,
9/22/2011,9/22/2011,,
3/28/2012,3/28/2012,,
1/24/2012,1/24/2012,,
12/20/1996,12/20/1996,,
3/18/1991,3/18/1991,,
09/05/2007,09/05/2007,mai,2007
08/09/2012,08/09/2012,set,2012
09/12/2007,09/12/2007,dez,2007
11/10/2011,11/10/2011,out,2011
09/12/2011,09/12/2011,dez,2011
9/29/2011,9/29/2011,,
9/27/2011,9/27/2011,,
9/14/2011,9/14/2011,,
6/27/2012,6/27/2012,,
9/15/1986,9/15/1986,,
04/11/1988,04/11/1988,nov,1988
06/06/1983,06/06/1983,jun,1983
12/10/1992,12/10/1992,out,1992
1/20/1992,1/20/1992,,
07/07/2010,07/07/2010,jul,2010
11/04/1985,11/04/1985,abr,1985
03/02/1999,03/02/1999,fev,1999
12/04/2007,12/04/2007,abr,2007
11/08/1994,11/08/1994,ago,1994
07/04/2012,07/04/2012,abr,2012
9/14/2004,9/14/2004,,
07/02/2008,07/02/2008,fev,2008
5/30/2000,5/30/2000,,
07/05/2012,07/05/2012,mai,2012
11/28/1995,11/28/1995,,
3/24/1986,3/24/1986,,
10/19/2005,10/19/2005,,
4/17/2009,4/17/2009,,
06/04/2009,06/04/2009,abr,2009
06/01/2011,06/01/2011,jan,2011
3/15/2005,3/15/2005,,
4/16/2012,4/16/2012,,
1/14/2004,1/14/2004,,
5/24/2011,5/24/2011,,
4/23/2008,4/23/2008,,
5/19/2005,5/19/2005,,
4/26/2007,4/26/2007,,
8/31/2006,8/31/2006,,
1/30/2007,1/30/2007,,
4/15/2005,4/15/2005,,
08/11/2005,08/11/2005,nov,2005
8/20/1984,8/20/1984,,
5/31/2011,5/31/2011,,
07/10/2002,07/10/2002,out,2002
2/19/2003,2/19/2003,,
3/15/2004,3/15/2004,,
4/25/2000,4/25/2000,,
12/01/2011,12/01/2011,jan,2011
07/05/2012,07/05/2012,mai,2012
6/26/2012,6/26/2012,,
09/04/2008,09/04/2008,abr,2008
10/18/1996,10/18/1996,,
03/01/2012,03/01/2012,jan,2012
03/01/2012,03/01/2012,jan,2012
11/17/2008,11/17/2008,,
3/20/2012,3/20/2012,,
4/28/2010,4/28/2010,,
7/15/2011,7/15/2011,,
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
4/17/2006,4/17/2006,,
7/19/2011,7/19/2011,,
1/14/2008,1/14/2008,,
4/30/2009,4/30/2009,,
10/03/2011,10/03/2011,mar,2011
01/07/2012,01/07/2012,jul,2012
2/16/2000,2/16/2000,,
07/11/2011,07/11/2011,nov,2011
01/10/2012,01/10/2012,out,2012
01/05/2004,01/05/2004,mai,2004
05/10/2005,05/10/2005,out,2005
01/07/2011,01/07/2011,jul,2011
10/14/2011,10/14/2011,,
10/20/2011,10/20/2011,,
6/13/2006,6/13/2006,,
7/26/1984,7/26/1984,,
8/22/1989,8/22/1989,,
07/07/2010,07/07/2010,jul,2010
7/16/2012,7/16/2012,,
03/08/1976,03/08/1976,ago,1976
07/05/2001,07/05/2001,mai,2001
5/17/2012,5/17/2012,,
8/15/1985,8/15/1985,,
3/15/2012,3/15/2012,,
5/21/1991,5/21/1991,,
9/24/1987,9/24/1987,,
03/02/2009,03/02/2009,fev,2009
7/20/1993,7/20/1993,,
09/01/2011,09/01/2011,jan,2011
3/16/2012,3/16/2012,,
02/04/1991,02/04/1991,abr,1991
04/05/1993,04/05/1993,mai,1993
2/14/1991,2/14/1991,,
03/12/2009,03/12/2009,dez,2009
10/29/2010,10/29/2010,,
10/24/2007,10/24/2007,,
10/06/2000,10/06/2000,jun,2000
01/11/1979,01/11/1979,nov,1979
08/12/2004,08/12/2004,dez,2004
08/02/1989,08/02/1989,fev,1989
9/16/2010,9/16/2010,,
6/15/1993,6/15/1993,,
1/19/2011,1/19/2011,,
3/31/2010,3/31/2010,,
3/28/2008,3/28/2008,,
11/22/2007,11/22/2007,,
4/25/2005,4/25/2005,,
05/09/2012,05/09/2012,set,2012
10/14/2011,10/14/2011,,
8/23/1995,8/23/1995,,
09/06/1995,09/06/1995,jun,1995
11/28/2000,11/28/2000,,
02/02/1996,02/02/1996,fev,1996
1/16/1997,1/16/1997,,
8/27/1996,8/27/1996,,
1/13/1995,1/13/1995,,
7/24/1989,7/24/1989,,
3/13/1978,3/13/1978,,
11/04/1994,11/04/1994,abr,1994
07/05/1995,07/05/1995,mai,1995
9/26/1994,9/26/1994,,
09/08/1995,09/08/1995,ago,1995
4/24/1995,4/24/1995,,
1/26/1988,1/26/1988,,
6/21/1988,6/21/1988,,
4/28/1984,4/28/1984,,
1/28/1988,1/28/1988,,
10/21/1974,10/21/1974,,
3/19/2012,3/19/2012,,
9/14/2010,9/14/2010,,
8/24/1982,8/24/1982,,
03/08/1999,03/08/1999,ago,1999
5/15/1998,5/15/1998,,
04/02/2012,04/02/2012,fev,2012
04/06/2010,04/06/2010,jun,2010
6/20/2012,6/20/2012,,
9/25/2007,9/25/2007,,
4/25/1995,4/25/1995,,
11/28/2008,11/28/2008,,
4/20/1989,4/20/1989,,
09/11/2007,09/11/2007,nov,2007
7/25/2002,7/25/2002,,
2/22/2005,2/22/2005,,
12/21/1994,12/21/1994,,
8/23/2011,8/23/2011,,
10/14/1974,10/14/1974,,
9/28/2000,9/28/2000,,
7/25/1983,7/25/1983,,
05/11/2006,05/11/2006,nov,2006
2/23/1990,2/23/1990,,
04/06/2001,04/06/2001,jun,2001
02/03/2005,02/03/2005,mar,2005
11/27/2006,11/27/2006,,
12/22/2010,12/22/2010,,
07/12/2011,07/12/2011,dez,2011
6/30/2011,6/30/2011,,
11/28/2007,11/28/2007,,
8/23/2011,8/23/2011,,
01/10/2001,01/10/2001,out,2001
4/27/2004,4/27/2004,,
1/22/1973,1/22/1973,,
9/13/2006,9/13/2006,,
8/26/2005,8/26/2005,,
9/14/1987,9/14/1987,,
10/08/1992,10/08/1992,ago,1992
11/17/2009,11/17/2009,,
11/29/1993,11/29/1993,,
9/18/1979,9/18/1979,,
12/14/1993,12/14/1993,,
5/16/2003,5/16/2003,,
12/27/2010,12/27/2010,,
4/28/2008,4/28/2008,,
10/06/1989,10/06/1989,jun,1989
6/17/2004,6/17/2004,,
10/24/2000,10/24/2000,,
10/27/2010,10/27/2010,,
07/10/2007,07/10/2007,out,2007
12/21/2006,12/21/2006,,
10/04/2010,10/04/2010,abr,2010
08/04/2003,08/04/2003,abr,2003
8/30/2001,8/30/2001,,
10/20/2010,10/20/2010,,
10/03/2003,10/03/2003,mar,2003
10/21/2005,10/21/2005,,
04/04/1974,04/04/1974,abr,1974
6/18/2009,6/18/2009,,
10/03/2012,10/03/2012,mar,2012
12/17/1992,12/17/1992,,
07/04/1988,07/04/1988,abr,1988
5/22/2003,5/22/2003,,
8/13/1991,8/13/1991,,
10/14/1992,10/14/1992,,
11/06/1998,11/06/1998,jun,1998
05/05/2006,05/05/2006,mai,2006
03/09/2006,03/09/2006,set,2006
8/24/2001,8/24/2001,,
9/21/1998,9/21/1998,,
5/28/2012,5/28/2012,,
06/06/1972,06/06/1972,jun,1972
11/13/1987,11/13/1987,,
7/28/1982,7/28/1982,,
12/03/2010,12/03/2010,mar,2010
02/02/1967,02/02/1967,fev,1967
1/21/1988,1/21/1988,,
11/12/1982,11/12/1982,dez,1982
07/09/2008,07/09/2008,set,2008
9/15/1989,9/15/1989,,
7/18/2008,7/18/2008,,
11/19/1971,11/19/1971,,
4/15/1997,4/15/1997,,
07/12/2008,07/12/2008,dez,2008
12/18/1986,12/18/1986,,
04/05/2007,04/05/2007,mai,2007
12/08/1989,12/08/1989,ago,1989
6/19/1979,6/19/1979,,
5/14/1982,5/14/1982,,
10/23/1989,10/23/1989,,
10/15/1987,10/15/1987,,
9/13/1991,9/13/1991,,
9/20/1991,9/20/1991,,
7/16/1991,7/16/1991,,
11/25/1992,11/25/1992,,
7/15/2008,7/15/2008,,
11/11/1975,11/11/1975,nov,1975
09/04/1981,09/04/1981,abr,1981
2/28/1984,2/28/1984,,
4/23/1987,4/23/1987,,
07/10/1980,07/10/1980,out,1980
7/21/2008,7/21/2008,,
10/21/1983,10/21/1983,,
08/07/1979,08/07/1979,jul,1979
11/30/1990,11/30/1990,,
03/05/1991,03/05/1991,mai,1991
11/22/1993,11/22/1993,,
12/12/1973,12/12/1973,dez,1973
06/11/1999,06/11/1999,nov,1999
9/18/2007,9/18/2007,,
10/15/2007,10/15/2007,,
10/27/2011,10/27/2011,,
03/04/1999,03/04/1999,abr,1999
11/16/2011,11/16/2011,,
03/01/2010,03/01/2010,jan,2010
2/22/2002,2/22/2002,,
1/14/2011,1/14/2011,,
8/18/2010,8/18/2010,,
3/31/2003,3/31/2003,,
3/20/2003,3/20/2003,,
5/19/2010,5/19/2010,,
3/16/2007,3/16/2007,,
2/23/2011,2/23/2011,,
3/19/2012,3/19/2012,,
5/31/2007,5/31/2007,,
2/15/2012,2/15/2012,,
08/02/2012,08/02/2012,fev,2012
09/09/2011,09/09/2011,set,2011
7/27/2006,7/27/2006,,
8/14/2011,8/14/2011,,
4/16/1991,4/16/1991,,
01/06/2000,01/06/2000,jun,2000
10/09/2001,10/09/2001,set,2001
02/06/2006,02/06/2006,jun,2006
07/01/1997,07/01/1997,jan,1997
2/18/1992,2/18/1992,,
9/24/1991,9/24/1991,,
08/12/2009,08/12/2009,dez,2009
8/22/1989,8/22/1989,,
5/15/1989,5/15/1989,,
09/09/2010,09/09/2010,set,2010
2/28/2007,2/28/2007,,
11/20/2001,11/20/2001,,
7/19/2001,7/19/2001,,
6/29/2010,6/29/2010,,
12/10/2010,12/10/2010,out,2010
02/09/1988,02/09/1988,set,1988
10/14/2008,10/14/2008,,
4/25/2012,4/25/2012,,
1/27/2006,1/27/2006,,
05/10/2010,05/10/2010,out,2010
11/28/1995,11/28/1995,,
08/08/2002,08/08/2002,ago,2002
8/24/2010,8/24/2010,,
2/18/2005,2/18/2005,,
9/18/2008,9/18/2008,,
9/16/2011,9/16/2011,,
12/27/1995,12/27/1995,,
06/04/1998,06/04/1998,abr,1998
5/13/2004,5/13/2004,,
2/22/2010,2/22/2010,,
04/08/2008,04/08/2008,ago,2008
10/24/1996,10/24/1996,,
03/04/2010,03/04/2010,abr,2010
11/30/2009,11/30/2009,,
3/25/2008,3/25/2008,,
02/02/2012,02/02/2012,fev,2012
11/07/2011,11/07/2011,jul,2011
03/11/2010,03/11/2010,nov,2010
4/25/2011,4/25/2011,,
3/17/2011,3/17/2011,,
08/07/1986,08/07/1986,jul,1986
12/15/2008,12/15/2008,,
3/20/2009,3/20/2009,,
6/16/2010,6/16/2010,,
09/01/2010,09/01/2010,jan,2010
5/17/2011,5/17/2011,,
3/29/2010,3/29/2010,,
3/19/2010,3/19/2010,,
4/23/2009,4/23/2009,,
10/19/2010,10/19/2010,,
7/19/2010,7/19/2010,,
9/17/2008,9/17/2008,,
4/29/1986,4/29/1986,,
9/28/2010,9/28/2010,,
11/25/2010,11/25/2010,,
4/18/2011,4/18/2011,,
5/20/2011,5/20/2011,,
04/03/2012,04/03/2012,mar,2012
07/05/2010,07/05/2010,mai,2010
12/28/1982,12/28/1982,,
6/17/1980,6/17/1980,,
10/14/1983,10/14/1983,,
11/30/1979,11/30/1979,,
1/18/1990,1/18/1990,,
11/09/1983,11/09/1983,set,1983
1/25/1978,1/25/1978,,
5/23/1980,5/23/1980,,
09/01/1977,09/01/1977,jan,1977
4/28/1977,4/28/1977,,
05/08/1985,05/08/1985,ago,1985
7/21/1993,7/21/1993,,
04/12/1978,04/12/1978,dez,1978
9/16/1991,9/16/1991,,
09/10/1980,09/10/1980,out,1980
7/22/2004,7/22/2004,,
08/07/2000,08/07/2000,jul,2000
9/17/2010,9/17/2010,,
5/31/2011,5/31/2011,,
06/09/2005,06/09/2005,set,2005
5/26/2011,5/26/2011,,
5/15/2000,5/15/2000,,
10/21/1987,10/21/1987,,
07/05/2012,07/05/2012,mai,2012
7/20/1988,7/20/1988,,
10/09/2012,10/09/2012,set,2012
10/11/2012,10/11/2012,nov,2012
10/09/2012,10/09/2012,set,2012
10/19/2012,10/19/2012,,
01/04/1990,01/04/1990,abr,1990
2/20/2009,2/20/2009,,
9/27/2011,9/27/2011,,
7/20/2005,7/20/2005,,
12/29/1995,12/29/1995,,
11/16/1992,11/16/1992,,
5/17/2002,5/17/2002,,
10/07/1998,10/07/1998,jul,1998
2/24/1994,2/24/1994,,
4/30/2001,4/30/2001,,
7/23/2004,7/23/2004,,
5/29/1991,5/29/1991,,
12/14/2004,12/14/2004,,
7/13/2006,7/13/2006,,
10/04/2011,10/04/2011,abr,2011
6/23/2009,6/23/2009,,
4/18/2012,4/18/2012,,
03/10/1997,03/10/1997,out,1997
7/22/2011,7/22/2011,,
5/27/2008,5/27/2008,,
07/04/2012,07/04/2012,abr,2012
01/07/1974,01/07/1974,jul,1974
07/02/2012,07/02/2012,fev,2012
06/04/2003,06/04/2003,abr,2003
9/23/1981,9/23/1981,,
5/27/2011,5/27/2011,,
10/25/2002,10/25/2002,,
2/22/2007,2/22/2007,,
3/31/2011,3/31/2011,,
05/05/2006,05/05/2006,mai,2006
3/23/2006,3/23/2006,,
02/02/2005,02/02/2005,fev,2005
12/21/2007,12/21/2007,,
8/20/2002,8/20/2002,,
12/19/2003,12/19/2003,,
